	ID	Periode	IDRegent	IDFunctie	IDCollege	Begindag	Beginmaand	Beginjaar	Einddag	Eindmaand	Eindjaar	Vertegenwoordigend	provinciaal	Opmerkingen	lokaal	regio	stand
22	117	0	21	4	1	25.0	3.0	1568.0				0	0.0	Opvolger van Govert Wallerand. Eed 6 april 1568 voor Pasen. Bos-Rops, Power of money, geeft 25 juni 1569 als commissie tot auditeur. Op 15 december 1575 rekenmeester-extraordinaris Rekenkamer Holland en op 3 juli 1576 rekenmeester, als opvolger van Adriaan Numan.			
23	125	0	53	1	1	20.0	3.0	1557.0			1568.0	0	0.0				
24	145	0	53	9	2		9.0	1543.0			1557.0	0	0.0				
25	154	0	62	35	2	3.0	11.0	1572.0	31.0	7.0	1574.0	0	0.0	Memorialen Rosa geeft 20 november 1572. Aangesteld door Willem van Oranje in plaats van voortvluchtige raadsheren.			
26	156	0	63	35	2	3.0	11.0	1572.0				0	0.0	Aangesteld door Willem van Oranje in plaats van voortvluchtige raadsheren.			
27	158	0	64	35	2	30.0	9.0	1561.0	14.0	11.0	1580.0	0	0.0	Commissie (continuatie) door Willem van Oranje op 3 november 1572 en als enige van de raadsheren te 's-Gravenhage gebleven. Van 1572 tot 1578 vervulde hij zonder benoeming de functie van president. Als onbezoldigd raadsheer vermeld in 1559-1561.			
28	166	0	68	24	2	15.0	4.0	1523.0	10.0	4.0	1536.0	0	0.0				
29	167	0	68	25	2	15.0	4.0	1523.0	10.0	4.0	1536.0	0	0.0				
30	174	0	70	24	2	11.0	10.0	1520.0	5.0	10.0	1522.0	0	0.0				
31	182	0	72	25	2	16.0	12.0	1543.0	4.0	8.0	1548.0	0	0.0				
32	186	0	73	25	2	7.0	3.0	1549.0	15.0	11.0	1558.0	0	0.0				
33	187	0	73	24	2	7.0	3.0	1549.0	15.0	11.0	1558.0	0	0.0				
34	213	0	84	25	2	14.0	3.0	1576.0	7.0	12.0	1580.0	0					
35	214	0	84	35	2	14.0	3.0	1576.0	30.0	4.0	1584.0	0	0.0				
36	216	0	85	25	2	9.0	6.0	1584.0	30.0	6.0	1595.0	0	0.0				
37	218	0	86	25	2	7.0	12.0	1580.0	24.0	2.0	1584.0	0	0.0				
38	222	0	44	22	2			1572.0			1574.0	0	0.0				
39	226	0	89	9	2			1502.0			1509.0	0	0.0				
40	228	0	90	9	2	23.0	11.0	1471.0	31.0	3.0	1477.0	0	0.0				
41	253	0	99	35	2	22.0	2.0	1509.0	4.0	9.0	1514.0	0	0.0	Beëindigd door overlijden. Als onbezoldigd raadsheer vermeld in 1501, 1504-1507 en 1509.			
42	265	0	104	35	2	30.0	10.0	1515.0	31.0	12.0	1524.0	0	0.0				
43	289	0	115	35	2	3.0	2.0	1546.0	10.0	7.0	1561.0	0	0.0	Beëindigd door overlijden. Als onbezoldigd raadsheer vermeld in 1544-1546.			
44	291	0	116	35	2	18.0	3.0	1547.0	4.0	6.0	1558.0	0	0.0				
45	293	0	117	35	2	10.0	5.0	1547.0	17.0	4.0	1557.0	0	0.0				
46	298	0	120	35	2	9.0	8.0	1559.0	15.0	4.0	1565.0	0	0.0	Beëindigd door overlijden. Als onbezoldigd raadsheer vermeld in 1555-1559.			
47	300	0	121	35	2	10.0	4.0	1557.0	10.0	9.0	1557.0	0	0.0				
48	2294	0	107	35	2	30.0	4.0	1565.0	31.0	12.0	1567.0	0		Van der Mijle, die geen wedde meer ontving, deed pas op 20 september 1568 afstand en verliet het land. Als onbezoldigd raadsheer vermeld in 1564-1565			
49	306	0	123	35	2	18.0	11.0	1560.0	31.0	10.0	1569.0	0	0.0	Als onbezoldigd raadsheer vermeld in 1559-1560.			
50	314	0	126	9	2			1516.0			1529.0	0	0.0				
51	340	0	138	11	2			1541.0			1546.0	0	0.0	Onbezoldigd.			
52	379	0	57	1	1	17.0	3.0	1521.0			1553.0	0	0.0				
53	518	0	210	11	2	29.0	7.0	1563.0	26.0	11.0	1599.0	0	0.0				
54	547	0	222	24	2	16.0	3.0	1489.0	23.0	7.0	1490.0	0	0.0				
55	564	0	230	35	2	14.0	11.0	1573.0	31.0	10.0	1575.0	0	0.0				
56	572	0	234	35	2	26.0	1.0	1580.0	31.0	12.0	1581.0	0	0.0				
57	574	0	235	35	2	29.0	5.0	1581.0	9.0	9.0	1597.0	0	0.0				
58	576	0	236	35	2	10.0	2.0	1582.0	30.0	9.0	1591.0	0	0.0				
59	582	0	240	31	84	1.0	10.0	1531.0		10.0	1540.0	0	0.0	Door zijn benoeming van 10 oktober 1540 tot 'premier conseiller d'estat' behield hij toegang tot de Raad van State.			
60	586	0	242	31	84	1.0	1.0	1549.0			1554.0	0	0.0				
61	588	0	243	31	84			1554.0	8.0	5.0	1577.0	0	0.0				
62	591	0	241	32	24	12.0	10.0	1540.0	25.0	12.0	1548.0	0	0.0	Opvolger van Jean (II) Carondelet en Pieter Tayspil. Beëindigd door overlijden.			
63	592	0	242	35	24			1541.0	31.0	12.0	1548.0	0	0.0	Van 1544 tot 1548 was Jean de Saint-Mauris ambassadeur in Frankrijk.			
64	593	0	243	32	24	17.0	4.0	1573.0	8.0	9.0	1575.0	0	0.0				
65	595	0	244	17	24	24.0	11.0	1531.0		10.0	1540.0	0	0.0	Aanvangsdatum is de datum van de benoemingsbrief; Baelde, 316, geeft 2 oktober 1531, Kerckhoffs-de Hey 1 oktober.			
66	598	0	111	32	24	8.0	9.0	1575.0				0	0.0				
67	599	0	130	33	25	1.0	10.0	1531.0	2.0	4.0	1540.0	0	0.0	Voor de reorganisatie van 1531: Antoon van Lalaing was sinds 1515 hoofd van de Raad van Financiën. Beëindigd door overlijden.			
68	605	0	248	33	25	26.0	8.0	1532.0		4.0	1549.0	0	0.0	Opvolger van Jacob van Luxemburg als eerste hoofd. Beëindigd door overlijden.			
69	614	0	252	33	25			1549.0			1551.0	0	0.0	Opvolger van zijn vader Filips (II) van Croy. Beëindigd door overlijden.			
70	615	0	253	39	29	25.0	9.0	1555.0	25.0	5.0	1560.0	0	0.0				
71	618	0	254	33	25	29.0	7.0	1568.0	5.0	3.0	1574.0	0	0.0	Opvolger van Filips van Montmorency. Beëindigd door overlijden.			
72	620	0	255	33	25			1576.0			1577.0	0	0.0				
73	622	0	256	33	25	23.0	1.0	1576.0			1578.0	0	0.0	Opvolger van Filips van Sint Aldegonde.			
74	627	0	251	34	84	16.0	12.0	1540.0			1553.0	0	0.0	Eerder lid met recht van toegang na oproep van de landvoogdes; op 16 december 1540 gewoon lid. Beëindigd door overlijden.			
75	628	0	250	34	84			1554.0	4.0	6.0	1578.0	0	0.0	Hij speelde al in de jaren veertig een actieve rol in de Raad van State, maar werd eerst in 1554 benoemd. Hernieuwde aanstelling in Raad van State door Filips II op 27 oktober 1555. Eed 19 november 1555. Beëindigd door overlijden.			
76	629	0	249	34	84	17.0	11.0	1555.0		11.0	1558.0	0	0.0	Sinds 1540 lid met recht van toegang na  oproep van de landvoogdes.  Op 17 november 1555 door Filips II bevestigd als gewoon lid. Beëindigd door overlijden.			
77	632	0	245	34	84	17.0	11.0	1555.0		9.0	1559.0	0	0.0	Op 18 november 1555 voor Filips II bevestigd.			
78	634	0	241	34	84	31.0	5.0	1535.0	12.0	10.0	1540.0	0	0.0				
79	636	0	243	35	24	12.0	10.0	1540.0	31.0	12.0	1548.0	0	0.0				
80	638	0	241	35	24	31.0	5.0	1535.0	12.0	10.0	1540.0	0	0.0				
81	641	0	257	36	25	1.0	10.0	1531.0			1546.0	0	0.0	Voor de reorganisatie van 1531 was Ruffault ook thesaurier-generaal.			
82	653	0	261	21	25	1.0	10.0	1531.0	1.0	8.0	1535.0	0	0.0	Voor de reorganisatie van 1531 was Micault reeds 25 jaar ontvanger-generaal.			
83	655	0	262	21	25	1.0	8.0	1535.0			1546.0	0	0.0	Op eigen verzoek van zijn functie ontheven.			
84	658	0	264	21	25			1557.0	17.0	6.0	1570.0	0	0.0				
85	660	0	265	21	25	17.0	6.0	1570.0			1578.0	0	0.0				
86	663	0	248	34	84	1.0	10.0	1531.0		4.0	1549.0	0	0.0	Op 16 december 1540 door Karel V als lid bevestigd. Beëindigd door overlijden.			
87	667	0	241	35	28	7.0	11.0	1522.0			1540.0	0	0.0	Opvolger van Jacob Stalpart van der Wielen.			
88	671	0	267	9	25	1.0	10.0	1531.0	17.0	1.0	1532.0	0	0.0				
89	681	0	272	9	25	1.0	7.0	1557.0	9.0	7.0	1574.0	0	0.0				
90	692	0	272	37	25	10.0	7.0	1574.0			1578.0	0	0.0	Opvolger van Martin Vandenberghe. Eindjaar onzeker.			
91	707	0	282	11	84	10.0	9.0	1552.0	15.0	4.0	1555.0	0	0.0				
92	709	0	283	11	84	15.0	4.0	1555.0			1574.0	0	0.0	Sinds 1568 niet meer in actieve dienst. Eed 3 juli 1571.			
93	713	0	279	85	24	14.0	2.0	1532.0	16.0	9.0	1538.0	0	0.0				
94	716	0	282	35	24	15.0	4.0	1555.0				0	0.0	Eed 23 april 1555. Baelde, Collaterale Raden, geeft als eindjaar 1562.			
95	717	0	284	9	29	11.0	3.0	1544.0	11.0	9.0	1555.0	0	0.0				
96	719	0	284	91	84	1.0	12.0	1556.0	19.0	6.0	1574.0	0	0.0	Vanaf 1568 nam Berty het secretariaat waar.			
97	725	0	287	85	24	12.0	12.0	1577.0		9.0	1579.0	0	0.0	De benoemingsdatum was 'ten voorlopigen titel', in afwachting van het aftreden van Pieter van Overloepe. Van Pottelsberge verbleef bij aartshertog Matthias. Beëindigd door overlijden.			
98	727	0	288	85	24	1.0	10.0	1531.0	19.0	2.0	1532.0	0	0.0	Voor de reorganisatie van 1531: audiëncier vanaf 6 april 1522.			
99	732	0	289	11	24	1.0	2.0	1531.0	27.0	9.0	1575.0	0	0.0	Bourgeois was buitengewoon secretaris vanaf 1 augustus 1528. Eed als gewoon secretaris op 26 februari 1537. Vanaf 1574 deelde Bourgeois zijn wedde met Amborsius Boonen.			
100	734	0	290	11	24	1.0	10.0	1531.0			1534.0	0	0.0	Voor de reorganisatie van 1531: secretaris sedert 15 augustus 1523, vanaf 14 maart 1525 secretaris zonder signatuurrecht.			
101	735	0	291	11	24	1.0	10.0	1531.0	25.0	11.0	1532.0	0	0.0	Voor de reorganisatie van 1531: secretaris in de Geheime Raad vanaf 1 april 1522.			
102	740	0	293	11	24	1.0	10.0	1531.0	11.0	1.0	1544.0	0	0.0	Voor de reorganisatie van 1531: secretaris in de Geheime Raad 21 maart 1527.			
103	742	0	294	11	24	1.0	10.0	1531.0	17.0	5.0	1539.0	0	0.0	Voor de reorganisatie van 1531: sedert 1 juli 1517 secretaris in de Geheime Raad. Beëindigd door overlijden.			
104	746	0	296	11	24	24.0	11.0	1531.0	7.0	10.0	1557.0	0	0.0	Eindjaar vermeld in de lijst van Baelde, Colleterale Raden.			
105	761	0	304	11	24	13.0	10.0	1540.0	12.0	1.0	1547.0	0	0.0	Opvolger van Nicolas le Gouverneur. Bijna steeds met speciale zendingen in het buitenland verblijvend.			
106	794	0	318	35	24	1.0	10.0	1531.0	5.0	8.0	1540.0	0	0.0	Voor de reorganisatie van 1531: raadsheer in de Geheime Raad vanaf 1517. Beëindigd door overlijden.			
107	798	0	320	35	24	1.0	10.0	1531.0			1536.0	0	0.0	Voor de reorganisatie van 1531 was hij - vanaf 1513 - al lid van de Geheime Raad. Beëindigd door overlijden.			
108	800	0	321	35	24	1.0	10.0	1531.0	6.0	11.0	1536.0	0	0.0	Voor de reorganisatie van 1531: raadsheer in de Geheime Raad op 2 december 1520. Beëindigd dor ontslag.			
109	806	0	324	35	24	6.0	11.0	1536.0	3.0	3.0	1574.0	0	0.0	Opvolger van zijn schoonvader Jean aux Truyes. Eed ook 6 november 1536. Beëindigd door overlijden.			
110	808	0	325	35	24			1538.0	11.0	12.0	1546.0	0	0.0	Kort na zijn aanstelling verliet hij de Nederlanden voor de Raad van Karel V.  Beëindigd door overlijden.			
111	812	0	327	35	24			1540.0	19.0	6.0	1541.0	0	0.0				
112	827	0	334	35	24			1560.0			1566.0	0	0.0	Beëindigd door overlijden, eind 1566.			
113	829	0	335	35	24			1561.0			1566.0	0	0.0	In de praktijk was Hopperus veelal werkzaam als hulp voor Viglius in de Raad van State.			
114	831	0	336	35	24	12.0	6.0	1573.0			1576.0	0	0.0	Door Alva aangesteld, doch verkreeg geen officiële benoemingsbrieven van Filips II. In september 1576 in hechtenis genomen.			
115	833	0	337	35	24			1573.0	30.0	7.0	1578.0	0	0.0	In september 1576 te Brussel gevangen genomen. Volgde landvoogd Don Juan naar Namen en werd op 2 juli 1578 opnieuw benoemd. Beëindigd door overlijden.			
116	837	0	339	35	24			1576.0				0	0.0	Begindatum onzeker. Lidmaatschap mogelijk eerder.			
117	845	0	335	35	28	23.0	11.0	1554.0			1561.0	0	0.0	Opvolger van Jacques de Rebreviettes.			
118	848	0	331	34	84	28.0	1.0	1554.0	21.0	10.0	1570.0	0	0.0	Eed 31 januari 1554. Hernieuwde aanstelling in Raad van State door Filips II op 27 oktober 1555. Eed 19 november 1555. Beëindigd door overlijden. In de naamlijst van Baelde, 221-222, is De Bruxelles twee maal opgenomen, met de jaartallen 1554-1570 en 1563-1570.			
119	857	0	323	34	84	31.0	5.0	1535.0	4.0	1.0	1563.0	0	0.0	Op 27 oktober 1555 door Filips II bevestigd. Onduidelijk is of Nigri daarna nog lid was.			
120	859	0	321	35	28	22.0	1.0	1504.0	2.0	12.0	1520.0	0	0.0				
121	863	0	344	34	84	17.0	11.0	1555.0		8.0	1559.0	0	0.0				
122	869	0	347	34	84	17.0	11.0	1555.0	13.0	3.0	1564.0	0	0.0				
123	871	0	330	34	84	17.0	11.0	1555.0		12.0	1562.0	0	0.0	Benoeming in augustus 1559 bevestigd.			
124	875	0	350	34	84	7.0	4.0	1574.0	10.0	4.0	1607.0	0	0.0	Reeds vanaf 1559 was D'Assonleville als hulp van Viglius in de Raad van State toegelaten. Beëindigd door overlijden.			
125	877	0	351	34	84	17.0	4.0	1574.0			1576.0	0	0.0				
126	879	0	352	34	84	15.0	7.0	1576.0	25.0	5.0	1604.0	0	0.0	Mansfelt had sinds maart 1574 toegang tot de Raad van State, maar pas op 15 juli 1576 volgde de officiële benoemingsbrief. Beëindigd door overlijden.			
127	880	0	111	34	84	24.0	3.0	1576.0			1576.0	0	0.0	Sasbout trok zich in 1576 terug in Den Haag. Wel werd salaris uitbetaald tot maart 1579.			
128	900	0	362	34	84	16.0	12.0	1540.0	23.0	9.0	1548.0	0	0.0	Opvolger van zijn vader Floris van Egmond. Aanvankelijk lid met recht van toegang na oproep van de landvoogdes; op 16 december 1540 gewoon lid. Beëindigd door overlijden.			
129	904	0	364	34	84	17.0	11.0	1555.0	25.0	9.0	1556.0	0	0.0	Sinds 16 december 1540 lid met toegang na oproep van de landvoogdes; op 17 november 1555 gewoon lid. Beëindigd door overlijden.			
130	907	0	113	34	84			1536.0	7.0	10.0	1555.0	0	0.0	De Schepper, Raad van State, acht het niet onmogelijk dat Lodewijk van Vlaanderen pas na de dood van Evrard van der Marck in 1538 lid werd. Beëindigd door overlijden.			
131	911	0	367	34	84	1.0	12.0	1531.0	28.0	12.0	1539.0	0	0.0	Van 1532 tot 1538 verbleef hij als ambassadeur in Frankrijk. Beëindigd door overlijden.			
132	921	0	357	33	25			1578.0			1579.0	0	0.0	Voor de aanstelling sneuvelde Berlaymont bij het beleg van Maastricht.			
133	928	0	371	17	31	2.0	7.0	1538.0		10.0	1541.0	0	0.0				
134	934	0	373	17	31	19.0	4.0	1547.0	8.0	9.0	1556.0	0	0.0	Stroobant, Magistrats, geeft 27 september 1547.			
135	935	0	373	35	28	26.0	10.0	1540.0			1547.0	0	0.0	Opvolger van Engelbert van den Dale.			
136	963	0	382	27	31	23.0	10.0	1540.0	14.0	8.0	1554.0	0	0.0	Ontslagen wegens achterstallige schulden. Het ambt werd tijdelijk waargenomen door Reinier van der Does.			
137	968	0	384	27	31	18.0	3.0	1567.0			1573.0	0	0.0	Ontslagen wegens slechte administratie.			
138	977	0	388	9	31	2.0	4.0	1530.0	11.0	3.0	1548.0	0	0.0				
139	978	0	388	86	31	12.0	3.0	1548.0			1553.0	0	0.0				
140	983	0	390	9	31	19.0	7.0	1574.0	31.0	7.0	1586.0	0	0.0	Verbannen door Leicester; later weer hersteld.			
141	995	0	392	48	40	4.0	11.0	1548.0			1563.0	0	0.0	Eed voor Karel V op 12 november 1548, voor Filips II op 27 april 1560. Tevens ontvanger-generaal van de beden.			
142	998	0	68	86	31	2.0	4.0	1530.0			1535.0	0	0.0				
143	1000	0	397	86	31	2.0	4.0	1530.0			1531.0	0	0.0				
144	1003	0	398	86	31	2.0	4.0	1530.0	21.0	9.0	1531.0	0	0.0				
145	1004	0	398	35	31	21.0	9.0	1531.0			1535.0	0	0.0				
146	1009	0	371	86	31	15.0	5.0	1537.0	2.0	7.0	1538.0	0	0.0				
147	1014	0	401	35	31	1.0	9.0	1540.0	21.0	7.0	1541.0	0	0.0	Stroobant, Magistrats, geeft 15 september 1540.			
148	1015	0	382	86	31		10.0	1540.0	10.0	10.0	1554.0	0	0.0				
149	1019	0	402	86	31	6.0	8.0	1544.0	12.0	4.0	1548.0	0	0.0				
150	1031	0	407	86	31	4.0	9.0	1561.0			1580.0	0	0.0				
151	1041	0	385	86	31	23.0	9.0	1573.0				0	0.0				
152	1043	0	412	35	31	10.0	10.0	1578.0				0	0.0				
153	1051	0	416	86	31			1580.0				0	0.0				
154	1060	0	420	35	31	27.0	8.0	1586.0				0					
155	1062	0	421	35	31	27.0	8.0	1586.0				0	0.0				
156	1064	0	422	86	31	6.0	8.0	1552.0				0	0.0	Eed hernieuwd voor Filips II op 13 november 1555.			
157	1092	0	433	35	28			1492.0			1497.0	0	0.0				
158	1111	0	441	35	28			1453.0		12.0	1491.0	0	0.0	Raadsheer-rekestmeester, in 1474 lekeraadsheer. Met tussenpozen.			
159	1115	0	443	32	28		6.0	1477.0			1481.0	0	0.0	Hiervoor was Bouverie tweede president. De facto leidde Van der Bouverie de Raad al sinds maart 1477. De officiële benaming was hoofd en overste (chief et président).			
160	1117	0	443	35	2	2.0	7.0	1463.0	6.0	7.0	1466.0	0	0.0				
161	1129	0	448	35	28			1492.0				0	0.0				
162	1131	0	449	35	28	22.0	1.0	1504.0	1.0	6.0	1517.0	0	0.0	Geestelijk raadsheer.			
163	1133	0	450	35	28			1487.0				0	0.0	Raadsheer-rekestmeester.			
164	1139	0	452	40	28	26.0	3.0	1480.0	20.0	12.0	1496.0	0	0.0				
165	1140	0	452	17	28		9.0	1473.0			1477.0	0	0.0				
166	1141	0	452	35	28			1467.0	20.0	3.0	1501.0	0	0.0	Raadsheer-rekestmeester; in 1477 benoemd als raadsheer-kamerheer.			
167	1142	0	453	35	28			1495.0			1497.0	0	0.0				
168	1156	0	458	24	28	24.0	10.0	1529.0	24.0	4.0	1558.0	0	0.0	Eed 8 november 1529. Beëindigd door overlijden.			
169	1158	0	459	35	28			1502.0				0	0.0				
170	1191	0	473	35	28						1497.0	0	0.0	Raadsheer-rekestmeester. Eindjaar onzeker.			
171	1225	0	487	35	28			1502.0				0	0.0	Raadsheerschap in de Grote Raad onzeker. Het jaartal betreft een vermelding.			
172	1270	0	507	24	28		12.0	1473.0			1488.0	0	0.0	Eindjaar onzeker (opvolging in 1488).			
173	1294	0	519	35	28	1.0	6.0	1517.0	4.0	4.0	1543.0	0	0.0	Opvolger van Jerôme de Busleyden, doch geen geestelijk raadsheer.			
174	1296	0	520	35	28	3.0	2.0	1527.0			1549.0	0	0.0	Opvolger van Jean Gonnet. Geestelijk raadsheer. Eed 12 augustus 1527. Eindjaar onzeker (opvolging in 1549).			
175	1346	0	541	50	2	15.0	2.0	1429.0	1.0	10.0	1430.0	0	0.0				
176	1362	0	549	39	2	3.0	3.0	1477.0	31.0	12.0	1479.0	0	0.0				
177	1371	0	553	24	2	7.0	1.0	1449.0	26.0	10.0	1452.0	0	0.0				
178	1394	0	564	1	1	10.0	5.0	1447.0	20.0	11.0	1463.0	0	0.0				
179	1401	0	540	35	2	15.0	7.0	1463.0	16.0	6.0	1474.0	0	0.0				
180	1411	0	560	35	2	30.0	1.0	1484.0	5.0	1.0	1489.0	0	0.0				
181	1426	0	571	11	2	15.0	5.0	1451.0	1.0	12.0	1451.0	0	0.0				
182	1437	0	575	11	2	13.0	8.0	1428.0	8.0	2.0	1447.0	0	0.0				
183	1448	0	580	11	2	13.0	8.0	1428.0	1.0	10.0	1430.0	0	0.0				
184	1450	0	581	11	2	10.0	1.0	1446.0	30.0	6.0	1463.0	0	0.0				
185	1457	0	584	11	2	1.0	5.0	1433.0	31.0	10.0	1435.0	0	0.0				
186	1462	0	585	11	2	13.0	8.0	1428.0	30.0	4.0	1433.0	0	0.0				
187	1467	0	586	11	2	26.0	11.0	1478.0			1480.0	0	0.0				
188	1468	0	575	9	2	1.0	5.0	1445.0	8.0	2.0	1447.0	0	0.0				
189	1471	0	556	9	2	6.0	7.0	1463.0	7.0	11.0	1467.0	0	0.0				
190	1472	0	556	9	2			1477.0			1482.0	0	0.0				
191	1487	0	590	35	2	7.0	7.0	1463.0	15.0	4.0	1467.0	0	0.0				
192	1503	0	598	35	2	2.0	5.0	1477.0	30.0	9.0	1477.0	0	0.0				
193	1514	0	603	35	2	12.0	4.0	1477.0	17.0	6.0	1479.0	0	0.0				
194	1520	0	606	35	2	10.0	12.0	1454.0	21.0	4.0	1458.0	0	0.0				
195	1522	0	607	35	2	2.0	7.0	1463.0	30.0	4.0	1467.0	0	0.0				
196	1529	0	610	35	2	1.0	9.0	1455.0	7.0	1.0	1457.0	0	0.0				
197	1537	0	613	35	2	28.0	3.0	1459.0	30.0	6.0	1463.0	0	0.0				
198	1539	0	614	35	2	12.0	4.0	1477.0	16.0	4.0	1477.0	0	0.0				
199	1548	0	157	35	2	12.0	4.0	1477.0	10.0	10.0	1493.0	0	0.0				
200	1568	0	628	35	2	1.0	5.0	1433.0	1.0	5.0	1438.0	0	0.0				
201	1570	0	629	35	2	1.0	5.0	1433.0	1.0	5.0	1438.0	0	0.0				
202	1580	0	633	35	2	1.0	5.0	1433.0	1.0	11.0	1434.0	0	0.0				
203	1593	0	619	35	2	1.0	5.0	1433.0	30.0	4.0	1434.0	0	0.0				
204	1597	0	641	35	2	1.0	5.0	1433.0	1.0	5.0	1438.0	0	0.0				
205	1618	0	639	35	2	24.0	1.0	1429.0	1.0	12.0	1430.0	0	0.0				
206	1619	0	638	35	2	24.0	12.0	1428.0	24.0	6.0	1430.0	0	0.0				
207	1621	0	637	35	2	24.0	12.0	1428.0	24.0	6.0	1430.0	0	0.0				
208	1624	0	635	35	2	24.0	12.0	1428.0	24.0	6.0	1430.0	0	0.0				
209	1626	0	633	35	2	1.0	5.0	1439.0	31.0	10.0	1440.0	0	0.0				
210	1627	0	632	35	2	24.0	12.0	1428.0	24.0	6.0	1430.0	0	0.0				
211	1632	0	628	35	2	1.0	5.0	1439.0	31.0	10.0	1440.0	0	0.0				
212	1648	0	650	35	29	25.0	1.0	1544.0	19.0	4.0	1561.0	0	0.0	Eed 30 januari 1544. Beëindigd door overlijden.			
213	1652	0	652	35	29	5.0	3.0	1544.0	3.0	7.0	1569.0	0	0.0	Eed 22 maart 1544. Vanaf 1564 wegens verblijf op Huis ter Horst raad extraordinaris. Beëindigd door overlijden. Deze plaats stond open tot 1576.		6.0	
214	1654	0	653	35	29	5.0	3.0	1544.0	29.0	6.0	1570.0	0	0.0	Eed 22 maart 1544. Vanaf 1563 wegens verblijf op zijn huis te IJzendoorn raad extraordinaris. Beëindigd door overlijden. Deze plaats stond open tot 1576.		7.0	
215	1656	0	654	35	29		3.0	1544.0	23.0	11.0	1546.0	0	0.0	Met ingang van 22 maart 1544. Beëindigd door overlijden.		8.0	
216	1660	0	656	35	29	31.0	1.0	1547.0	26.0	11.0	1558.0	0	0.0	Beëindigd door overlijden.			
217	1662	0	657	35	29	8.0	9.0	1548.0	18.0	10.0	1549.0	0	0.0	Opvolger van Jan van Keppel. Beëindigd door overlijden.		8.0	
218	1664	0	658	35	29	18.0	5.0	1549.0	16.0	9.0	1573.0	0	0.0	Eed 23 mei 1549. Beëindigd door overlijden.			
219	1666	0	659	35	29	31.0	12.0	1549.0	17.0	8.0	1566.0	0	0.0	Eed 20 februari 1550. Beëindigd door overlijden.			
220	1673	0	662	35	28	8.0	11.0	1564.0			1583.0	0	0.0	Opvolger van François van Cranevelt. Maris, Archief Hof van Gelre, geeft 25 januari 1565.			
