	ID	Periode	IDRegent	IDFunctie	IDCollege	Begindag	Beginmaand	Beginjaar	Einddag	Eindmaand	Eindjaar	Vertegenwoordigend	provinciaal	Opmerkingen	stand	regio	lokaal
56	1428	3	2748	1	1.0	26.0	9.0	1815.0	6.0	4.0	1823.0	0					
57	1429	3	2749	1	1.0	4.0	11.0	1845.0	12.0	2.0	1849.0	0					
58	1430	3	2750	1	1.0	19.0	10.0	1824.0	20.0	10.0	1830.0	0					
59	1431	3	2751	1	1.0	16.0	12.0	1845.0	12.0	2.0	1849.0	0					
60	1432	3	2752	1	1.0	26.0	9.0	1815.0	18.0	10.0	1831.0	0					
61	1433	3	2753	1	1.0	17.0	10.0	1826.0	20.0	10.0	1830.0	0					
62	1434	3	2754	1	1.0	22.0	10.0	1839.0	12.0	2.0	1849.0	0					
63	1435	3	2755	1	1.0	30.0	3.0	1846.0	12.0	2.0	1849.0	0					
64	1436	3	2756	1	1.0	16.0	10.0	1838.0	12.0	2.0	1849.0	0					
65	1437	3	2757	1	1.0	20.0	6.0	1844.0	12.0	2.0	1849.0	0					
66	1438	3	2758	1	1.0	18.0	10.0	1831.0	6.0	1.0	1845.0	0					
67	1439	3	2759	1	1.0	13.0	3.0	1826.0	31.0	12.0	1834.0	0					
68	1440	3	2760	1	1.0	30.0	10.0	1817.0	20.0	10.0	1830.0	0					
69	1441	3	2761	1	1.0	1.0	7.0	1842.0	12.0	4.0	1845.0	0					
70	1442	3	2762	1	1.0	26.0	9.0	1815.0	21.0	12.0	1822.0	0					
71	1443	3	2763	1	1.0	26.0	9.0	1815.0	15.0	6.0	1819.0	0					
72	1444	3	2764	1	1.0	18.0	12.0	1817.0	25.0	11.0	1821.0	0					
73	1445	3	2765	1	1.0	31.0	10.0	1822.0	20.0	10.0	1830.0	0					
74	1446	3	2766	1	1.0	20.0	10.0	1840.0	12.0	2.0	1849.0	0					
75	1447	3	2767	1	1.0	19.0	2.0	1819.0	20.0	7.0	1824.0	0					
76	1448	3	2768	1	1.0	24.0	10.0	1833.0	25.0	6.0	1840.0	0					
77	1449	3	2769	1	1.0	6.0	8.0	1840.0	12.0	2.0	1849.0	0					
78	1450	3	2770	1	1.0	7.0	10.0	1848.0	13.0	2.0	1849.0	0					
79	1451	3	2771	1	1.0	3.0	7.0	1821.0	20.0	10.0	1830.0	0					
80	1452	3	2772	1	1.0	20.0	10.0	1835.0	20.0	2.0	1844.0	0					
81	1453	2	2773	1	1.0	27.0	2.0	1818.0	18.0	4.0	1845.0	0					
82	1454	3	2774	1	1.0	18.0	10.0	1831.0	12.0	2.0	1849.0	0					
83	1455	3	2775	1	1.0	24.0	10.0	1815.0	13.0	2.0	1816.0	0		De eed werd voor Van Lynden 'in naam en ziele' door Van Spaen afgelegd op 24 oktober 1815.			
84	1456	3	2776	1	1.0	19.0	10.0	1824.0	20.0	10.0	1830.0	0					
85	1457	3	2777	1	1.0	25.0	3.0	1823.0	16.0	12.0	1848.0	0					
86	1458	3	2778	1	1.0	26.0	9.0	1815.0	20.0	10.0	1830.0	0					
87	1459	3	2779	1	1.0	19.0	10.0	1824.0	20.0	10.0	1830.0	0					
88	1460	3	2780	1	1.0	20.0	3.0	1828.0	25.0	10.0	1831.0	0					
89	1461	3	2781	1	1.0	6.0	11.0	1820.0	3.0	8.0	1823.0	0					
90	1462	3	2782	1	1.0	24.0	12.0	1821.0	20.0	10.0	1830.0	0					
91	1463	3	2783	1	1.0	29.0	2.0	1844.0	12.0	2.0	1849.0	0					
92	1464	3	2784	1	1.0	8.0	2.0	1816.0	23.0	5.0	1821.0	0					
93	1465	2	2785	1	1.0	17.0	10.0	1826.0	20.0	10.0	1830.0	0					
94	1466	3	2786	1	1.0	26.0	9.0	1815.0	20.0	10.0	1830.0	0					
95	1467	3	2787	1	1.0	26.0	9.0	1815.0	9.0	9.0	1820.0	0					
96	1468	3	2788	1	1.0	8.0	2.0	1816.0	20.0	10.0	1830.0	0					
97	1469	3	2789	1	1.0	27.0	8.0	1848.0	12.0	2.0	1849.0	0					
98	1470	3	2790	1	1.0	26.0	9.0	1815.0	4.0	7.0	1822.0	0					
99	1471	3	2791	1	1.0	24.0	12.0	1822.0	2.0	10.0	1848.0	0					
100	1472	3	2792	1	1.0	18.0	10.0	1824.0	21.0	4.0	1831.0	0		In de notulen op 18-10-1825 bij de aanwezigen vermeld; er vond geen ceremonie van toelating plaats.			
101	1473	3	2793	1	1.0	21.0	5.0	1841.0	12.0	2.0	1849.0	0					
102	1474	3	2794	1	1.0	7.0	5.0	1827.0	19.0	12.0	1836.0	0					
103	1475	3	2795	1	1.0	26.0	9.0	1815.0	20.0	10.0	1830.0	0					
104	1476	2	2796	1	1.0	22.0	10.0	1844.0	12.0	2.0	1849.0	0					
105	1477	3	2797	1	1.0	18.0	10.0	1825.0	14.0	8.0	1838.0	0		Voorzitter 1832-1833 en 1834-1838.			
106	1478	2	2798	1	1.0	26.0	9.0	1815.0	20.0	10.0	1830.0	0					
107	1479	2	2799	1	1.0	16.0	12.0	1845.0	13.0	2.0	1849.0	0					
108	1480	2	2800	1	1.0	6.0	11.0	1820.0	20.0	10.0	1830.0	0					
109	1481	2	2801	1	1.0	30.0	10.0	1817.0	3.0	1.0	1835.0	0		Voorzitter 1818-1819, 1820-1821, 1822-1823, 1824-1825, 1826-1827, 1828-1829, 1830-1832 en 1833-1834.			
110	1482	2	2802	1	1.0	17.0	19.0	1815.0	15.0	2.0	1825.0	0					
111	1483	2	2803	1	1.0	8.0	5.0	1837.0	12.0	2.0	1849.0	0					
112	1484	2	2804	1	1.0	3.0	3.0	1846.0	13.0	10.0	1847.0	0					
113	1485	2	2805	1	1.0	9.0	10.0	1848.0	12.0	2.0	1849.0	0					
114	1486	2	2806	1	1.0	25.0	10.0	1815.0	30.0	1.0	1830.0	0		Sloet legde op 24 oktober 1815 de eed af.			
115	1487	2	2807	1	1.0	18.0	10.0	1825.0	18.0	11.0	1827.0	0					
116	1488	2	2808	1	1.0	26.0	9.0	1815.0	29.0	4.0	1817.0	0					
117	1489	2	2809	1	1.0	26.0	9.0	1815.0	10.0	4.0	1826.0	0					
118	1490	2	2810	1	1.0	17.0	10.0	1815.0	13.0	12.0	1840.0	0					
119	1491	2	2811	1	1.0	26.0	9.0	1815.0	20.0	10.0	1830.0	0					
120	1492	2	2812	1	1.0	26.0	9.0	1815.0	6.0	11.0	1822.0	0					
121	1493	2	2813	1	1.0	20.0	10.0	1840.0	12.0	2.0	1849.0	0					
122	1494	2	2814	1	1.0	21.0	10.0	1834.0	12.0	11.0	1842.0	0					
123	1495	2	2815	1	1.0	26.0	9.0	1815.0	20.0	10.0	1830.0	0		Voorzitter 1815-1818, 1819-1820. 1821-1822, 1823-1824, 1825-1826, 1827-1828 en 1829-1830.			
124	1496	2	2816	1	1.0	17.0	10.0	1826.0	20.0	10.0	1830.0	0					
125	1497	2	2817	1	1.0	18.0	10.0	1836.0	29.0	4.0	1848.0	0					
126	1498	2	2818	1	1.0	26.0	9.0	1815.0	20.0	10.0	1830.0	0					
127	1499	2	2819	1	1.0	21.0	5.0	1840.0	12.0	2.0	1849.0	0		Voorzitter 1845-1848.			
128	1500	2	2820	1	1.0	26.0	9.0	1815.0	5.0	2.0	1830.0	0					
129	1501	2	2821	1	1.0	27.0	10.0	1827.0	20.0	10.0	1830.0	0					
130	1502	2	2822	1	1.0	18.0	10.0	1831.0	12.0	2.0	1849.0	0					
131	1503	2	2823	1	1.0	18.0	10.0	1831.0	2.0	1.0	1838.0	0					
132	1504	2	2824	1	1.0	18.0	10.0	1825.0	20.0	10.0	1830.0	0					
133	1505	2	2825	1	1.0	8.0	2.0	1816.0	2.0	1.0	1830.0	0					
134	1506	2	2826	1	1.0	9.0	10.0	1848.0	13.0	2.0	1849.0	0					
135	1507	2	2827	1	1.0	26.0	9.0	1815.0	11.0	10.0	1815.0	0					
136	1508	2	2828	1	1.0	8.0	2.0	1816.0	25.0	3.0	1833.0	0					
137	1509	2	2829	1	1.0	2.0	1.0	1843.0	26.0	3.0	1844.0	0					
138	1510	2	2830	1	1.0	20.0	10.0	1840.0	15.0	5.0	1842.0	0					
139	1511	2	2831	1	1.0	20.0	10.0	1840.0	16.0	7.0	1843.0	0					
140	1512	2	2832	1	1.0	15.0	2.0	1849.0	17.0	1.0	1875.0	0	1.0				
141	1513	2	2833	1	1.0	15.0	2.0	1849.0	21.0	6.0	1879.0	0	2.0				
142	1514	2	2834	1	1.0	9.0	10.0	1850.0	17.0	9.0	1865.0	0	2.0				
143	1515	2	2835	1	1.0	9.0	10.0	1850.0	7.0	6.0	1894.0	0	2.0				
144	1516	2	2836	1	1.0	16.0	2.0	1849.0	19.0	9.0	1880.0	0	3.0				
145	1517	2	2837	1	1.0	16.0	2.0	1849.0	24.0	6.0	1852.0	0	3.0				
146	1518	2	2838	1	1.0	16.0	2.0	1849.0	1.0	12.0	1870.0	0	3.0				
147	1519	2	2839	1	1.0	23.0	3.0	1849.0	18.0	9.0	1853.0	0	3.0				
148	1520	2	2840	1	1.0	9.0	10.0	1850.0	11.0	2.0	1880.0	0	3.0				
149	1521	2	2841	1	1.0	29.0	10.0	1852.0	9.0	2.0	1860.0	0	3.0				
150	1522	2	2842	1	1.0	20.0	9.0	1853.0	14.0	9.0	1862.0	0	3.0				
151	1523	2	2843	1	1.0	15.0	2.0	1849.0	20.0	8.0	1850.0	0	4.0				
152	1524	2	2844	1	1.0	26.0	2.0	1849.0	20.0	8.0	1850.0	0	4.0				
153	1525	2	2845	1	1.0	9.0	10.0	1850.0	12.0	4.0	1855.0	0	4.0				
154	1526	2	2846	1	1.0	16.0	12.0	1850.0	16.0	9.0	1877.0	0	4.0				
155	1527	2	2847	1	1.0	3.0	7.0	1855.0	7.0	8.0	1856.0	0	4.0				
156	1528	2	2848	1	1.0	30.0	10.0	1856.0	14.0	9.0	1862.0	0	4.0				
157	1529	2	2849	1	1.0	15.0	2.0	1849.0	4.0	5.0	1884.0	0	5.0				
158	1530	2	2850	1	1.0	15.0	2.0	1849.0	18.0	9.0	1859.0	0	5.0				
159	1531	2	2851	1	1.0	20.0	12.0	1849.0	20.0	8.0	1850.0	0	5.0				
160	1532	2	2852	1	1.0	9.0	10.0	1850.0	19.0	9.0	1880.0	0	5.0				
161	1533	2	2853	1	1.0	20.0	9.0	1859.0	1.0	6.0	1881.0	0	5.0				
162	1534	2	2854	1	1.0	15.0	2.0	1849.0	20.0	8.0	1850.0	0	6.0				
163	1535	2	2855	1	1.0	15.0	2.0	1849.0	20.0	8.0	1850.0	0	6.0				
164	1536	2	2856	1	1.0	15.0	2.0	1849.0	16.0	9.0	1883.0	0	6.0				
165	1537	2	2857	1	1.0	15.0	2.0	1849.0	18.0	9.0	1853.0	0	6.0				
166	1538	2	2858	1	1.0	16.0	2.0	1849.0	18.0	9.0	1859.0	0	6.0				
167	1539	2	2859	1	1.0	10.0	10.0	1850.0	28.0	7.0	1856.0	0	6.0				
168	1540	2	2860	1	1.0	10.0	10.0	1850.0	21.0	4.0	1863.0	0	6.0				
169	1541	2	2861	1	1.0	1.0	12.0	1853.0	17.0	9.0	1871.0	0	6.0				
170	1542	2	2862	1	1.0	30.0	10.0	1856.0	17.0	9.0	1871.0	0	6.0				
171	1543	2	2863	1	1.0	20.0	9.0	1859.0	14.0	9.0	1864.0	0	6.0				
172	1544	2	2864	1	1.0	15.0	2.0	1849.0	1.0	8.0	1871.0	0	7.0				
173	1545	2	2865	1	1.0	15.0	2.0	1849.0	11.0	10.0	1860.0	0	7.0				
174	1546	2	2866	1	1.0	15.0	2.0	1849.0	20.0	8.0	1850.0	0	7.0				
175	1547	2	2867	1	1.0	15.0	2.0	1849.0	20.0	8.0	1850.0	0	7.0				
176	1548	2	2868	1	1.0	15.0	2.0	1849.0	18.0	9.0	1859.0	0	7.0				
177	1549	2	2869	1	1.0	15.0	2.0	1849.0	20.0	8.0	1850.0	0	7.0				
178	1550	2	2870	1	1.0	9.0	10.0	1850.0	14.0	6.0	1853.0	0	7.0				
179	1551	2	2871	1	1.0	9.0	10.0	1850.0	8.0	7.0	1866.0	0	7.0				
180	1552	2	2872	1	1.0	9.0	10.0	1850.0	18.0	6.0	1864.0	0	7.0				
181	1553	2	2873	1	1.0	20.0	9.0	1859.0	16.0	9.0	1877.0	0	7.0				
182	1554	2	2874	1	1.0	14.0	12.0	1860.0	18.0	11.0	1866.0	0	7.0				
183	1555	2	2875	1	1.0	15.0	2.0	1849.0	8.0	10.0	1873.0	0	8.0				
184	1556	2	2876	1	1.0	20.0	2.0	1849.0	14.0	8.0	1867.0	0	8.0				
185	1557	2	2877	1	1.0	9.0	10.0	1850.0	17.0	2.0	1853.0	0	8.0				
186	1558	2	2878	1	1.0	20.0	4.0	1853.0	30.0	4.0	1880.0	0	8.0				
187	1559	2	2879	1	1.0	15.0	2.0	1849.0	5.0	7.0	1851.0	0	9.0				
188	1560	2	2880	1	1.0	15.0	2.0	1849.0	4.0	6.0	1857.0	0	9.0	Voorzitter 1851-1852.			
189	1561	2	2881	1	1.0	14.0	8.0	1851.0	14.0	5.0	1859.0	0	9.0				
190	1562	2	2882	1	1.0	4.0	8.0	1857.0	12.0	4.0	1858.0	0	9.0				
191	1563	2	2883	1	1.0	26.0	5.0	1858.0	17.0	8.0	1887.0	0	9.0				
192	1564	2	2884	1	1.0	20.0	9.0	1859.0	27.0	10.0	1870.0	0	9.0				
193	1565	2	2885	1	1.0	15.0	2.0	1849.0	13.0	6.0	1853.0	0	10.0				
194	1566	2	2886	1	1.0	15.0	2.0	1849.0	17.0	9.0	1871.0	0	10.0				
195	1567	2	2887	1	1.0	15.0	6.0	1853.0	18.0	9.0	1859.0	0	10.0				
196	1568	2	2888	1	1.0	20.0	9.0	1859.0	9.0	11.0	1875.0	0	10.0				
197	1569	2	2889	1	1.0	15.0	2.0	1849.0	6.0	9.0	1872.0	0	11.0	Voorzitter 1850-1851.			
198	1570	2	2890	1	1.0	15.0	2.0	1849.0	20.0	8.0	1850.0	0	11.0				
199	1571	2	2891	1	1.0	15.0	2.0	1849.0	20.0	8.0	1850.0	0	11.0				
200	1572	2	2892	1	1.0	15.0	2.0	1849.0	20.0	8.0	1850.0	0	11.0				
201	1573	2	2893	1	1.0	15.0	2.0	1849.0	28.0	7.0	1865.0	0	11.0				
202	1574	2	2894	1	1.0	15.0	2.0	1849.0	17.0	9.0	1871.0	0	11.0	Voorzitter 1852-1870.			
203	1575	2	2895	1	1.0	15.0	2.0	1849.0	20.0	8.0	1850.0	0	11.0				
204	1576	2	2896	1	1.0	9.0	10.0	1850.0	26.0	3.0	1856.0	0	11.0				
205	1577	2	2897	1	1.0	9.0	10.0	1850.0	14.0	6.0	1853.0	0	11.0				
206	1578	2	2898	1	1.0	9.0	10.0	1850.0	14.0	9.0	1862.0	0	11.0				
207	1579	2	2899	1	1.0	9.0	10.0	1850.0	20.0	9.0	1868.0	0	11.0				
208	1580	2	2900	1	1.0	23.0	8.0	1853.0	1.0	8.0	1856.0	0	11.0				
209	1581	3	2901	1	1.0	17.0	6.0	1856.0	22.0	9.0	1863.0	0	11.0				
210	1582	2	2902	1	1.0	16.0	9.0	1856.0	11.0	6.0	1862.0	0	11.0				
211	1583	3	2903	2	1.0	28.0	12.0	1850.0	1.0	10.0	1877.0	0					
212	1590	3	2910	4	1.0	1.0	5.0	1851.0	26.0	5.0	1858.0	0		Einddatum: ontslagbrief 11-1-1858, het ontslag werd verleend 26-5-1858.			
213	1591	3	2911	4	1.0	5.0	6.0	1858.0	1.0	10.0	1877.0	0					
214	1592	3	2912	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
215	1593	3	2913	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
216	1594	3	2914	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
217	1595	3	2915	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
218	1596	3	2916	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
219	1597	3	2917	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
220	1598	3	2918	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
221	1599	3	2919	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
222	1600	3	2920	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
223	1601	3	2921	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
224	1602	3	2922	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
225	1603	3	2923	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
226	1604	3	2924	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
227	1605	3	2925	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
228	1606	3	2926	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
229	1607	3	2927	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
230	1608	3	2928	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
231	1609	3	2929	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
232	1610	3	2930	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
233	1611	3	2931	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
234	1612	3	2932	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
235	1613	3	2933	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
236	1614	3	2934	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
237	1615	3	2935	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
238	1616	3	2936	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0	Vice-president.			
239	1617	3	2937	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
240	1618	3	2938	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
241	1619	3	2939	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
242	1620	3	2940	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0	President.			
243	1621	3	2941	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
244	1622	3	2942	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
245	1623	3	2943	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
246	1624	3	2944	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0	Vice-president.			
247	1625	3	2945	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
248	1626	3	2946	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
249	1627	3	2947	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
250	1628	3	2948	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
251	1630	3	2950	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
252	1631	3	2951	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
253	1632	3	2952	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
254	1633	3	2953	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
255	1634	3	2954	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
256	1635	3	2955	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
257	1636	3	2956	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
258	1637	3	2957	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
259	1638	3	2958	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
260	1639	3	2959	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
261	1640	3	2960	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
262	1641	3	2961	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
263	1642	3	2962	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
264	1643	3	2963	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
265	1644	3	2964	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
266	1645	3	2965	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
267	1646	3	2966	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	13.0				
268	1647	3	2967	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	2.0				
269	1648	3	2968	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	2.0				
270	1649	3	2969	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	2.0				
271	1650	3	2970	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	2.0				
272	1651	3	2971	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	2.0				
273	1652	3	2972	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	2.0				
274	1653	3	2973	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	2.0				
275	1654	3	2974	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	2.0				
276	1655	3	2975	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	2.0				
277	1656	3	2976	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	2.0				
278	1657	3	2977	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	2.0				
279	1658	3	2978	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	2.0				
280	1659	3	2979	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	2.0				
281	1660	3	2980	1	2.0	28.0	3.0	1814.0	29.0	3.0	1814.0	0	2.0				
