	IDRegent	Geslachtsnaam	Tussenvoegsel	IDAdellijkeTitel	IDAcademischeTitel	Voornaam	Adel	Adelspredikaat	Heerlijkheid	Heerlijkheid2	Geboortejaar	OnbepaaldGeboortedatum	Overlijdensjaar	OnbepaaldOverlijdensdatum	Opmerkingen	Periode	overlijdensdag	overlijdensmaand	Opmerkingen2
739	443	Haersma	van	1	1	Hans Hendrik	0				1707.0	0	1757	0	"Persoonsgegevens: De Haan Hettema geeft afwijkend geboortejaar 1713 of 1715.
Overig: de lijst van Friese gedeputeerden ter Staten-Generaal van Engels (zie institutionele toelichting bij dat college) noemt hem in die hoedanigheid in 1746. Hij zal extraordinaris gedeputeerde zijn geweest, omdat hij in hetzelfde jaar benoemd werd in de Admiraliteit in Friesland.
Was grietman van Oostdongeradeel 1744-1757."	9	17.0	3.0	
740	445	Haersma	van	1	1	Livius	0				1702.0	0	1778	0	Overig: was grietman van Smallingerland 1723-1770.	9	30.0	1.0	
741	446	Haersolte tot Hoenlo	van	1	1	Arent	1				1677.0	0	1760	0	Overig: was grietman van Barradeel 1704-1753.	9	6.0	1.0	
742	447	Haersolte	van	1	1	Rutger	0				1701.0	0	1776	0	Overig: was grietman van Barradeel 1753-1776.	9	10.0	8.0	
743	451	Haren	van	1	1	Adam Ernst	1				1683.0	0	1717	0	Overig: was grietman van 't Bildt 1698-1717.	9	12.0	5.0	
744	452	Haren	van	1	1	Duco	1				1688.0	0	1742	0	Overig: was grietman van West-Stellingwerf 1711-1742.	9	30.0	11.0	
745	453	Haren	van	1	1	Ernst	1				1623.0	0	1701	0	Overig: was grietman van West-Stellingwerf 1673-1688.	9	15.0	8.0	
746	455	Haren	van	1	1	Willem	1				1626.0	0	1708	0	"Persoonsgegevens: Willem van Haren had een naamgenoot (1655-1728, elders in deze database) die gedeeltelijk in dezelfde periode  bestuurlijk actief was. Van niet alle bovenlokale functies is duidelijk door wie van de twee ze werden bekleed.
Overig: was grietman van 't Bildt 1652-1698."	9	15.0	4.0	
747	456	Haren	van	1	1	Willem	1				1655.0	0	1728	0	"Persoonsgegevens: Willem van Haren had een naam- en tijdgenoot (1626-1708, elders in deze database) die gedeeltelijk in dezelfde periode  bestuurlijk actief was. Van niet alle genoemde bovenlokale functies is duidelijk door wie van de twee ze werden bekleed.
Overig: was grietman van Doniawerstal 1679-1688, van West-Stellingwerf 1688-1711 en van 't Bildt 1718-1723."	9	18.0	9.0	
748	457	Haren	van	1	1	Willem	1	jonkheer			1710.0	0	1768	0	Overig: was grietman van 't Bildt 1723-1763.	9	4.0	7.0	
749	461	Harinxma thoe Slooten	van	1	4	Albertus	1	jonkheer			1765.0	0	1816	0	Adelspredicaat: 1814.	9	24.0	4.0	
750	462	Harinxma thoe Slooten	Mockema van	1	1	Ernst	1				1650.0	0	1725	0	"Persoonsgegevens: volgens De Haan Hettema 77 jaar bij overlijden op 14 mei 1725, dus geboren in 1647 of 1648, in tegenstelling tot de 1650 die Vries geeft.
Overig: was grietman van Baarderadeel 1669-1701."	9	14.0	5.0	
751	463	Harinxma thoe Slooten	 van	1	1	Pieter Edzart	1				1682.0	0	1708	0	"Overig: Raad van State 450 jaar. Repertorium ('s-Gravenhage 1983) 158 meent dat hij in 1707 gecommitteerde in dat college was. Een commissie van de Staten-Generaal is echter niet aangetroffen; de twee Friese zetels waren bovendien op dat moment door anderen bezet en Harinxma was reeds gedeputeerde ter Staten-Generaal.
Was grietman van Baarderadeel 1701-1708."	9	11.0	2.0	
752	467	Heemstra	van	1	1	Schelto	1				1665.0	0	1733	0		9	15.0	1.0	
753	469	Heemstra	van	1	1	Willem Hendrick	1				1696.0	0	1775	0	"Overig: Tresoar, stadhouderlijk archief, inv. nr. 361 geeft benoemingen door de stadhouder in de Admiraliteit van Friesland voor het kwartier der Steden in 1746 en 1748. Er werden echter geen commissiebrieven van de Staten-Generaal aangetroffen.
Was grietman van Kollumerland 1743-1775."	9	18.0	9.0	
754	473	Hemmema	van	1	1	Doecke	1				1603.0	0	1698	0		9	15.0	7.0	
755	474	Hemminga	van	1	1	Aysso	0				1632.0	0	1690	0		9			
756	477	Hiddesz.		1	1	Sybren	0					0		0		9			
757	483	Huber		1	4	Hermannus	0				1663.0	0	1730	0		9	21.0	11.0	
758	484	Aebinga van Humalda		1	1	Binnert Philip	0				1709.0	0	1791	0	Overig: was grietman van Hennaarderadeel 1767-1791.	9	14.0	10.0	
759	487	Idsinga	van	1	1	Matthijs	0				1629.0	0	1712	0		9	12.0	12.0	
760	488	Idsinga	van	1	4	Saecke Alefsz.	0				1628.0	1	1697	0		9	24.0	3.0	
761	530	Scheltinga	van	1	1	Livius	0				1632.0	0	1670	0	"Persoonsgegevens: De Haan Hettema geeft leeftijd bij overlijden 36 jaar, dus geboortejaar 1633 of 1634.
Overig: was grietman van Achtkarspelen 1653-1665."	9	16.0	6.0	
762	531	Jongestal	van	1	1	Gellius Wybrandus	0				1653.0	0	1688	0	Overig: was grietman van Hemelumer Oldeferd 1673-1688.	9	23.0	3.0	
763	536	Vierssen	van	1	1	Bruno	0				1647.0	0	1707	0		9	9.0	12.0	
764	537	Scheltinga	van	1	1	Martinus	0				1666.0	0	1742	0	"Persoonsgegevens: volgens De Haan Hettema overleden op 11 februari in plaats van 11 december.
Overig: bekleedde mogelijk ook de functie van gecommitteerde in de Admiraliteit in Friesland vanaf 1715, die bij zijn naamgenoot is geplaatst (1656-1726, elders in deze database).
Was grietman van Lemsterland 1689-1692 en van Schoterland 1692-1715."	9			
765	538	Haersolte tot Kranenburg	van	1	1	Johan	1		Kranenburg		1644.0	0	1716	0	Persoonsgegevens: Nieuw Nederlandsch Biografisch Woordenboek, Raad van State 450 jaar en Schutte (de laatste twee waarschijnlijk op basis van de eerste) geven 1647 als geboortejaar en oktober als maand van overlijden, in plaats van 1644 en januari van Mensema.	9	29.0	1.0	
766	539	Sminia	van	1	1	Frederick	0				1664.0	0	1751	0	Overig: was grietman van Utingeradeel 1689-1751.	9	28.0	6.0	
767	541	Lycklama à Nijeholt		1	1	Augustinus	0				1670.0	0	1744	0	Overig: was grietman van Opsterland 1693-1718.	9	22.0	6.0	
768	542	Glinstra	van	1	1	Assuerus	0				1673.0	0	1706	0	"Persoonsgegevens: Hoewel De Haan Hettema een jaar van overlijden 1748 geeft, wordt de voorkeur gegeven aan Baerdt, die 1706 geeft.
Overig: was grietman van Tietjerksteradeel 1697-1706."	9	3.0	3.0	
769	544	Doys		1	1	Johan Lodewijk	1				1669.0	0	1702	0		9	27.0	9.0	
770	545	Schuurman	van	1	4	Johan Abraham	0				1655.0	0	1731	0	Overig: werd benoemd tot ordinaris gedeputeerde ter Staten-Generaal voor het kwartier der Steden met ingang van 1 november 1731, maar overleed voor hij zitting kon nemen.	9	3.0	6.0	
771	547	Vegelin van Claerbergen		1	1	Philip Frederick	1				1685.0	0	1738	0	Overig: was grietman van Haskerland 1707-1738.	9	28.0	7.0	
772	551	Lycklama à Nijeholt		1	1	Livius Suffridus	0				1695.0	0	1773	0	"Persoonsgegevens: Baerdt geeft afwijkende overlijdensdatum 2 in plaats van 22 maart.
Overig: de lijst van Engels van gedeputeerden ter Staten-Generaal (zie institutionele toelichting bij dat college) geeft voor deze persoon (alleen op basis van Bruinsma) zitting als gedeputeerde ter Staten-Generaal van 1736-1740.  Als dat juist is zal het een extraordinaris deputatie hebben betroffen, omdat hij van 1737-1743 zitting had in Gedeputeerde Staten van Friesland.
Was grietman van Opsterland 1718 (volgens De Haan Hettema 1710)-1773."	9	22.0	3.0	
773	552	Waeyen	van der	1	4	Jacob	0				1666.0	0	1743	0	"Overig: Raad van State 450 jaar vermeldt een deputatie ter Staten-Generaal in 1713. Als het juist is, betrof het waarschijnlijk een extraordinaris deputatie, omdat Van der Waeyens overige functies in deze periode weinig ruimte laten, en omdat de vijf zetels van de Friese ordinaris deputatie al bezet waren door anderen. De lijst van Friese gedeputeerden ter Staten-Generaal van Engels (zie institutionele toelichting) geeft, op basis van Bruinsma, zitting in de jaren 1738-1740. Ook hier zal het een extraordinaris deputatie betreffen, omdat Van der Waeyen in deze periode zitting had in de Provinciale Rekenkamer van Friesland.
Was grietman van Hemelumer Oldeferd 1688-1743."	9	10.0	1.0	
774	553	Rengers		1	1	Albertus Aemilius Lamoraal	1				1690.0	0	1729	0	"Overig: Tresoar, stadhouderlijk archief, inv. 361 geeft een benoeming tot gecommitteerde in de Admiraliteit in Friesland voor het kwartier der Steden op 19 mei 1728. Een commissie van de Staten-Generaal werd echter niet aangetroffen.
Was grietman van Oostdongeradeel 1720-1729."	9	25.0	9.0	
775	555	Blau	de	1	4	Hieronimus	0				1681.0	0	1753	0		9	6.0	2.0	
776	557	Lycklama à Nijeholt	de Blocq	1	1	Daniel	0				1702.0	0	1781	0	Overig: was grietman van Oost-Stellingwerf 1731-1773 en van Opsterland 1773-1781.	9	9.0	10.0	
777	558	Bergsma		1	4	Arjen	0				1702.0	0	1780	0	Overig: Raad van State 450 jaar vermeldt nog zitting in Gedeputeerde Staten van Friesland, maar daarvoor is elders geen bewijs gevonden. Volgens het commissieboek van de Friese Stadhouder (Tresoar, stadhouderlijk archief, inv. nr. 361) zou Bergsma van 1 mei 1748 tot 31 oktober 1749 zitting hebben gehad in de Generaliteits-Rekenkamer, maar ook daarvoor is elders geen bewijs gevonden.	9	25.0	7.0	
778	560	Patras		1	4	Anthony	0				1718.0	0	1764	0		9	5.0	4.0	
779	562	Rengers	Juckema van Burmania	1	1	Sjuck Gerrolt	1	jonkheer	Farnsum	Ten Post	1713.0	0	1784	0	Overig: was grietman van Franekeradeel 1732-1747 en van Wymbritseradeel 1747-1773.	9	30.0	3.0	
780	565	Kempenaer	de	1	4	Daniël Livius	0				1713.0	0	1772	0	"Persoonsgegevens: volgens Raad van State 450 jaar overleden op 22 in plaats van 27 september.
Overig: was grietman van Lemsterland 1752-1772."	9	27.0	9.0	
781	571	Lycklama à Nijeholt		1	1	Augustinus	0				1742.0	0	1789	0	Overig: was grietman van Utingeradeel 1762-1789.	9	30.0	10.0	
782	573	Camper		1	3	Petrus	0				1722.0	0	1789	0		9	7.0	4.0	
783	576	Kuffeler	van	1	4	Joan	0				1755.0	0	1811	0		9	12.0	5.0	
784	577	Rengers		1	4	Pieter Ulbo	1	jonkheer			1756.0	0	1810	0	Persoonsgegevens: De Haan Hettema geeft afwijkend jaar van overlijden 1809.	9	22.0	5.0	
785	579	Schuylenburch	van	1	4	Willem	0		Bommenede		1717.0	0	1769	0		9	20.0	8.0	
786	580	Sirtema van Grovestins		1	4	Lodewijk Idzard Douwe	1	jonkheer			1749.0	0	1806	0		9	23.0	2.0	
787	585	Kuffeler	van	1	4	Reinier Hendrik	0				1753.0	0	1801	0		9			
788	588	Sandick	van	1	1	Johan Alexander	0				1727.0	0	1763	0		9			
789	590	Itsma	van	1	4	Wybrand	0				1693.0	0	1759	0	Overig: was vóór 1746 waarschijnlijk lid van de vroedschap van Dokkum.	9		6.0	
790	591	Ouwens		1	3	Willem	0				1717.0	0	1779	0		9			
791	593	Sirtema van Grovestins		1	1	Jan	1	jonkheer			1717.0	0	1795	0		9	21.0	7.0	
792	594	Wendt	de	1	4	Eco	0				1725.0	0	1809	0		9			
793	599	Schultens		1	4	Barold	0				1724.0	0	1791	0	Persoonsgegevens: de identificatie van de Barold Schultens in Wapenheraut met de gecommitteerde in de Generaliteits-Rekenkamer is niet geheel zeker.	9	28.0	12.0	
794	600	Rengers	Aylva	1	1	Ulbo	1				1726.0	0	1787	0	Overig: was grietman van Gaasterland 1756-1785.	9	14.0	5.0	
795	615	Knijff	Hiddema van	1	1	Horatius	0				1703.0	0	1770	0	Overig: was grietman van Ferwerderadeel 1729-1770.	9	31.0	3.0	
796	621	Lycklama à Nijeholt		1	1	Augustinus	0				1603.0	1	1670	0	Overig: was grietman van Oost-Stellingwerf 1647-1661.	9	1.0	8.0	
797	624	Lycklama à Nijeholt		1	4	Bartholt	0				1672.0	1	1731	0	Overig: was grietman van Oost-Stellingwerf 1698-1731.	9	18.0	3.0	
798	631	Lycklama à Nijeholt		1	1	Regnerus	0				1723.0	1	1757	0	"Persoonsgegevens: De Haan Hettema geeft overlijden 19 of 20 maart 1756, Baerdt 1757. Het laatstgenoemde jaar moet juist zijn, gezien de sessiename van Lycklama in Gedeputeerde Staten van Friesland op 15 mei 1756.
Overig: was grietman van Lemsterland 1741-1752 en van Utingeradeel 1752-1757."	9	19.0	3.0	
799	632	Lycklama à Nijeholt		1	1	Suffridus	0				1600.0	1	1645	0	Overig: was grietman van Oost-Stellingwerf 1639-1645.	9	12.0	4.0	
800	641	Nijsten	van	1	1	Barthold	0				1628.0	1	1696	0	Overig: was grietman van Rauwerderhem 1670-1696.	9	12.0	3.0	
801	642	Obbes		1	1	Obbe	0				1562.0	1	1632	0	Overig: was grietman van Gaasterland 1604-1632.	9	8.0	4.0	
802	651	Osinga	van	1	1	Syds	1					0		0	"Persoonsgegevens: wordt genoemd in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 284 en II, 194, maar zonder leefjaren.
Overig: was grietman van Doniawerstal 1618-1652."	9			
803	678	Sminia	van	1	1	Hessel	0				1588.0	1	1670	0		9	1.0	12.0	
804	684	Sixma	van	1	1	Tjallingh	1				1680.0	1	1714	0	"Persoonsgegevens: Baerdt geeft afwijkende overlijdensdatum 15 in plaats van 14 oktober, en zegt dat hij dan 32 jaar oud is, waarmee het geboortejaar op 1681 of 1682 gesteld zou moeten worden.
Overig: was grietman van Rauwerderhem 1710-1714."	9	14.0	10.0	
805	688	Vegelin van Claerbergen		1	1	Assuërus	1				1687.0	0	1771	0	Overig: was grietman van Haskerland 1739-1749.	9	13.0	3.0	
806	689	Scheltinga	Coehoorn van	1	1	Menno	0				1701.0	0	1777	0	"Overig: de lijst van gedeputeerden ter Staten-Generaal voor Friesland door Engels (zie institutionele toelichting bij dat college) geeft in 1743 de benoeming van Coehoorn van Scheltinga voor Zevenwolden. De lijst geeft voor hetzelfde jaar de benoeming van Johan Vegelin van Claerbergen (1690-1773, elders in deze database). De zitting van twee ordinaris-gedeputeerden in deze periode voor Zevenwolden is niet mogelijk (de vijfde ordinaris plaats voor Friesland werd op dat moment bezet door het kwartier der Steden); omdat Vegelin van Claerbergen, in tegenstelling tot Coehoorn, in de genoemde lijst ook in 1744 en later als gedeputeerde wordt opgevoerd, én omdat Coehoorn van 1743-1745 in de Admiraliteit te Amsterdam was gecommitteerd, is aangenomen dat Coehoorn het ambt op Vegelin van Claerbergen heeft getransporteerd. 
Was grietman van Schoterland 1715-1777."	9	28.0	4.0	
807	691	Scheltinga	de Blocq van	1	1	Daniel	0				1704.0	0	1781	0		9	8.0	10.0	
808	692	Visser	Canter	1	4	Adrianus	0				1707.0	0	1782	0	Overig: was grietman van Dantumadeel 1753-1782.	9	19.0	7.0	
809	694	Haersma	van	1	1	Cornelis Martinus	0				1729.0	0	1795	0	Overig: was volgens Vries eveneens secretaris van de Provinciale Rekenkamer van Friesland. Blijkens De Jong was dit echter Cornelis van Haersma, benoemd in 1744. Gezien het geboortejaar van Cornelis Martinus kan dit nauwelijks dezelfde persoon zijn.	9			
810	703	Sloterdijck	van	1	4	Willem Augustijn	0				1714.0	0	1763	0	Overig: had volgens Nederland's Patriciaat zitting in de Provinciale Rekenkamer van Friesland (geen zittingstermijn vermeld). Dit vindt echter geen bevestiging in het voor deze periode beschikbare (niet lacuneuze) bronnenmateriaal (zie de institutionele toelichting van het college). Vermoedelijk heeft verwarring plaatsgevonden met de zitting in de Generaliteits-Rekenkamer.	9	14.0	2.0	
811	707	Sminia	Baerdt van	1	1	Hobbe	0				1730.0	0	1813	0	Overig: was grietman van Engwirden 1757-1772 en van Tietjerksteradeel 1772-1795.	9	25.0	3.0	
812	711	Burmania	van	1	1	Sjuck	1				1597.0	0	1650	0	Overig: was grietman van Wymbritseradeel 1626-1647.	9	20.0	6.0	
813	718	Gerroltsma		1	1	Idsert	0				1631.0	1	1676	0		9	26.0	10.0	
814	719	Burmania		1	1	Bocke	1				1637.0	0	1702	0		9	8.0	7.0	
815	724	Sminia	van	1	1	Idzart	0				1689.0	0	1754	0	Overig: was grietman van Hennaarderadeel 1706-1754.	9	22.0	6.0	
816	727	Nauta	Rinia van	1	4	Franciscus	0				1751.0	0	1817	0		9			
817	731	Aysma	van	1	1	Hothje	1				1550.0	0	1603	0		9	7.0	2.0	
818	732	Tatmans		1	1	Feycke	0				1538.0	0	1601	0	Overig: was grietman van Utingeradeel vanaf 1578.	9	2.0	4.0	
819	747	Wijckel	van	1	1	Pijcke	0					0		0	Persoonsgegevens: wordt genoemd in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 409 en II, 284, maar zonder leefjaren.	9			
820	766	Scheltinga	van	1	1	Johannes	0				1632.0	0	1669	0	Overig: was grietman van Gaasterland 1659-1669.	9	17.0	4.0	
821	768	Scheltinga	van	1	4	Martinus	0				1736.0	0	1799	0	Overig: was grietman van Schoterland 1777-1795.	9	5.0	3.0	
822	770	Schepper	de	1	4	Isaäck	0					0	1688	0	Overig: was grietman van Achtkarspelen 1677-1688.	9	9.0	5.0	
823	771	Schepper	de	1	1	Imilius Josinus	0				1736.0	0	1790	0	Overig: was grietman van Ferwerderadeel 1770-1790.	9	10.0	8.0	
824	789	Sixma		1	1	Douwe	1					0		0		9			
825	791	Sixma	Roorda van	1	1	Tjalling Edo Hessel	1				1707.0	0	1775	0		9			
826	795	Sminia	van	1	1	Hessel	0				1666.0	0	1738	0		9	18.0	11.0	
827	798	Sminia	van	1	1	Tjalling Edo	0				1716.0	0	1767	0	"Overig: de lijst van Engels van de Staten-Generaal (zie institutionele toelichting bij dat college) vermeldt nog, op basis van Bruinsma, zitting als gedeputeerde in 1752. Als dit juist is, was Van Sminia extraordinaris gedeputeerde, want in genoemd jaar was hij gecommitteerde in de Admiraliteit in Friesland.
Was grietman van Hennaarderadeel 1754-1767."	9	5.0	7.0	
828	807	Sijtzama	van	1	1	Douwe	0				1548.0	0	1607	0	Overig: was grietman van Idaarderadeel 1578-1599.	9	5.0	7.0	
829	818	Unia	van	1	1	Douwe Carel	1				1649.0	1	1708	0	Overig: was grietman van Tietjerksteradeel 1669-1686.	9	5.0	12.0	
830	820	Unia	van	1	1	Willem Emilius	1				1692.0	0	1754	0	Overig: was grietman van Kollumerland 1730-1743.	9	6.0	11.0	
831	822	Vegelin van Claerbergen		1	1	Hessel	1				1655.0	0	1715	0	Overig: was grietman van Utingeradeel 1683-1689 en van Haskerland 1689-1707.	9	28.0	11.0	
832	826	Vierssen	van	1	1	Aernout	0				1636.0	0		0	Overig: was grietman van Haskerland 1669-1681.	9			
833	831	Wendt	de	1	1	Eizo	0				1630.0	0	1686	0		9			
834	832	Wendt	de	1	1	Eizo	0				1718.0	0	1780	0	Overig: was grietman van Westdongeradeel 1772-1780.	9	1.0	3.0	
835	834	Wiarda		1	1	Kempo Sjoerdsz.	0				1543.0	1	1625	0	Persoonsgegevens: het geboortejaar is mogelijk 1544.	9			
836	836	Wielinga		1	1	Epeus	0				1639.0	0	1718	0		9	6.0	10.0	
837	842	Wijckel	van	1	1	Hendrick	0				1649.0	0	1719	0	Overig: was grietman van Gaasterland 1706-1710.	9	31.0	10.0	
838	845	Wijckel	Lycklama van	1	1	Regnerus Annaeus	0				1689.0	0	1756	0	Overig: was grietman van Gaasterland 1710-1756.	9	10.0	4.0	
839	848	Vierssen	van	1	1	Matthias	0				1660.0	1	1689	0	Overig: was grietman van Haskerland 1681-1689.	9	27.0	2.0	
840	849	Vierssen	van	1	1	Willem	0				1563.0	1	1641	0	Overig: was Muntmeester van Friesland in 1599.	9	20.0	10.0	
841	850	Burmania	van	1	1	Edzert	1	jonkheer			1594.0	0	1632	0	Overig: was grietman van 't Bildt vanaf 1620 ( volgens Vries) of 1622 (volgens De Haan Hettema).	9			
842	852	Saeckma		1	4	Sjoert	0				1607.0	0	1655	0	Overig: was grietman van Dantumadeel 1631-1655.	9	8.0	12.0	
843	853	Haren	van	1	1	Duco	1				1747.0	0	1801	0	Overig: was grietman van 't Bildt 1788-1795.	9			
844	856	Hoekstra	ten Broecke	1	4	Albert	0				1765.0	0	1828	0	Overig: was grietman van Westdongeradeel 1794-1795.	9	27.0	8.0	
845	875	Burmania	van	1	1	Sjuck Tjaert	1				1658.0	0	1723	0	"Persoonsgegevens: Baerdt geeft afwijkende overlijdensdatum 23 in plaats van 13 oktober.
Overig: was grietman van Menaldumadeel 1682-1723."	9	13.0	10.0	
846	877	Burmania	Welvelde van	1	1	Zeino Joachim	1				1682.0	1	1710	0	"Overig: Baerdt van Sminia meldt dat Burmania 'in het laatst van zijn leven' zitting had in de Raad van State, maar daarvoor is elders geen bewijs gevonden.
Was grietman van Rauwerderhem 1701-1710."	9	4.0	12.0	
847	879	Glinstra	van	1	1	Eelco	0				1668.0	0	1706	0	"Persoonsgegevens: Baerdt geeft afwijkende overlijdensdatum 16 in plaats van 14 oktober. 
Overig: was grietman van Gaasterland 1693-1706."	9	14.0	10.0	
848	882	Burmania	van	1	1	Duco	1				1687.0	0	1746	0		9	4.0	9.0	
849	887	Vierssen	van	1	1	Frederik	0				1678.0	0	1715	0		9	10.0	8.0	
850	888	Tadema		1	1	Keympe	0				1584.0	0	1622	0		9	28.0	3.0	
851	889	Vierssen	van	1	1	Assueris	0				1604.0	0	1662	0	"Persoonsgegevens: overleden begin 1662. 
Overig: was pensionaris van Leeuwarden 1653."	9			
852	890	Scheltinga	van	1	3	Livius	0				1589.0	1	1650	0		9	17.0	12.0	
853	891	Aylva van Loo	van	1	1	Douwe	1				1639.0	1	1669	0	Overig: was grietman van Baarderadeel 1660-1669.	9			
854	897	Wendt	de	1	1	Eizo	0				1761.0	0	1803	0		9			
855	898	Nijsten	van	1	1	Bartholt Pieter	0				1692.0	0	1732	0		9	1.0	3.0	
856	900	Galama	van	1	1	Sijds Anthony	1				1673.0	0	1737	0		9	24.0	6.0	Persoonsgegevens: overlijden mogelijk 28 juni.
857	905	Vegelin van Claerbergen		1	1	Hessel	1				1723.0	0	1750	0	Overig: was grietman van Haskerland 1749-1750.	9	12.0	7.0	
858	911	Burmania	van	1	4	Frederik Hessel	1				1740.0	0	1794	0		9	26.0	9.0	
859	915	Lycklama		1	1		0					0		0		9			
860	917	Knock		1	4	Nicolaus Arnoldi	0				1759.0	0	1794	0	Overig: was grietman van Oost-Stellingwerf 1780-1788.	9			
861	926	Idsinga		1	1	Alef	0				1602.0	0	1676	0		9	29.0	6.0	
862	940	Solcama		1	1		0					0		0		9			
863	945	Wijngaerden		1	1	A.	0					0		0		9			
864	946	Beyma	van	1	4	Lambertus	0				1590.0	0	1659	0		9			Persoonsgegevens: begraven op 9 september.
865	952	Bruijnga		1	1	P.	0					0		0		9			
866	953	Burmania	Martena van	1	1	Duco	1				1656.0	0	1684	0		9	21.0	10.0	
867	955	Lycklama à Nijeholt		1	1	Aucke	0				1643.0	0	1715	0	Persoonsgegevens: wordt genoemd in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 251 en II, 172, maar zonder leefjaren.	9			
868	956	Ockinga	van	1	1		1					0		0	Persoonsgegevens: de voorletter is L. of S.	9			
869	970	Scheltema	van	1	1	Sibe	1					0		0	Persoonsgegevens: waarschijnlijk de Sippe van Scheltema in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 318 (derde generatie, zonder leefjaren).	9			
870	971	Adema		1	1	D.	0					0		0		9			
871	975	Waltijngha	van	1	1	Hobbe	1				1550.0	1	1614	0	Overig: was grietman van Franekeradeel 1586-1614.	9	11.0	1.0	
872	982	Crans		1	1		0					0		0		9			
873	985	Aebinga van Humalda	van	1	1	Frans Binnert	0				1678.0	0	1755	0		9	23.0	4.0	
874	986	Nijsten	van	1	1	Petrus Florentius	0				1661.0	0	1721	0		9	3.0	3.0	
875	990	Sirtema van Grovestins	Heringa	1	1	Binnert	1				1673.0	1	1721	0	"Persoonsgegevens: volgens De Haan Hettema overleed hij op 31 oktober, maar blijkens de resoluties van de Provinciale Rekenkamer van Friesland was hij voor de laatste maal op 5 december 1721 aanwezig ter vergadering.
Overig: was grietman van Ferwerderadeel 1709-1721."	9			
876	992	Hixenius		1	1		0					0		0		9			
877	994	Cornelisz.		1	1	Claes	0					0	1620	0	Persoonsgegevens: overleden kort vóór 17 juli.	9			
878	997	Haersma	van	1	1	Cornelis	0				1703.0	0	1783	0		9	30.0	3.0	
879	998	Eysinga		1	1		1					0		0		9			
880	1004	Sminia	van	1	1	Jetze	0				1759.0	0	1814	0	Overig: was secretaris van Tietjerksteradeel.	9	17.0	1.0	
881	1005	Harinxma thoe Slooten	van	1	4	Pieter Edzard	1				1758.0	0	1793	0	Overig: was grietman van Westdongeradeel 1789-1793.	9	14.0	10.0	
882	1020	Aylva	van	1	1	Frans Ernst	1				1731.0	0	1768	0	Overig: was grietman van Westdongeradeel 1763-1768.	9	7.0	8.0	
883	1025	Roorda		1	1	Karel	1					0		0	Persoonsgegevens: Was blijkens Resolutiën der Staten-Generaal 6 (1588-1589), bewerkt door N. Japikse ('s-Gravenhage 1922) 3, grietman van Idaarderadeel; dit wordt echter door andere bronnen niet bevestigd.	9			
884	1026	Eysinga	van	1	4	Tjallingh	1				1562.0	1	1603	0	Overig: was grietman van Menaldumadeel 1601-1603.	9	31.0	8.0	
885	281	Amama		1	1	Johan	0					0		0	Persoonsgegevens: in M. De Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 21-22, worden twee personen met deze naam vermeld, zonder dat echter duidelijk is welke van de twee de hier genoemde is.	9			
886	1029	Heermans		1	1	Cornelis	0					0		0		9			
887	1030	Aernsma	van	1	1	Gijsbertus	0					0	1631	0	Overig: was grietman van Dantumadeel 1620-1631.	9			
888	1032	Bungha	van	1	1	Sibrant	0					0		0		9			
889	1033	Evertsz.		1	1	Reijn	0					0		0		9			
890	1036	Radbodus		1	1	N.	0					0		0		9			
891	1037	Heringa		1	1		0					0		0		9			
892	1039	Tijmens		1	1	Anne	0					0		0		9			
893	1040	Heemstra		1	1		1					0		0		9			
894	1044	Heeres		1	1	Broer	0					0		0		9			
895	1045	Mercks		1	1	Rintie	0					0		0		9			
896	1049	Lanting		1	1	Bartel	0					0		0		9			
897	1054	Glinstra	van	1	1	Valerius	0					0	1727	0	Overig: was grietman van Gaasterland 1679-1693.	9	2.0	3.0	
898	1056	Heiringen	van	1	1	Philip	0					0		0		9			
899	1059	Wijckel	van	1	1	Hans Hendrik	0					0		0		9			
900	1065	Jongestal	van	1	1	Wibrand	0					0		0		9			
901	1066	Wijckel	van	1	1	Martinus	0				1652.0	1	1694	0	Overig: was grietman van Idaarderadeel 1692-1694.	9	14.0	3.0	
902	1067	Sirtema van Grovestins		1	1	Frederik	1				1668.0	1	1730	0	Overig: was grietman van Ferwerderadeel 1697-1701 (waarschijnlijk; het is niet geheel zeker dat de grietman identiek is aan de gedeputeerde ter Staten-Generaal).	9	30.0	11.0	
903	1068	Kempenaar	de	1	1	Daniel Livius	0					0		0		9			
904	1069	Sminia		1	1	F.	0					0		0	De identificatie van deze persoon met Frederick van Sminia (1664-1751, elders in deze database) is aanlokkelijk, maar deze had in de periode 1692-1694 zitting in de Generaliteits-Rekenkamer.	9			
905	1071	Nauta		1	1		0					0		0		9			
906	1072	Osinga		1	1		1					0		0		9			
907	1073	Grovestins	van	1	1	Oene	1					0		0		9			
908	1075	Scheltinga	van	1	1	C.	0					0		0		9			
