	IDRegent	Geslachtsnaam	Tussenvoegsel	IDAdellijkeTitel	IDAcademischeTitel	Voornaam	Adel	Adelspredikaat	Heerlijkheid	Heerlijkheid2	Geboortejaar	OnbepaaldGeboortedatum	Overlijdensjaar	OnbepaaldOverlijdensdatum	Opmerkingen	Periode	overlijdensdag	overlijdensmaand	Opmerkingen2
0	16	Leisnig	van	4	1	Hugo	1				1465.0	0	1538.0	0		9	21.0	3.0	
1	41	Botnia		5	1	Tialingh	1					0	1533.0	0	"Adelstitel: ridderslag door stadhouder Floris van Egmond 1 juli 1515.
Overig: was grietman van Ferwerderadeel, van Hennaarderadeel 1513-1524 (vermoedelijk) en van Franekeradeel vanaf 1521."	9			
2	45	Mulert		5	4	Gerard	1					0	1538.0	0	"Persoonsgegevens: geboren te Utrecht.
Overig: Memorialen Rosa vermeldt Gerard Mulert als onbezoldigd raadsheer in het Hof van Holland 1516-1519 en 1529. Raadsheer in de Geheime Raad in 1519 of 1523."	9	7.0	12.0	
3	57	Naarden	van	1	4	Maarten	0				1490.0	1	1567.0	0	Overig: luitenant Hoofdmannenkamer Groningen 1541-1557.	9		1.0	identiek aan nr. 371 in database middeleeuwen
4	58	Nicolai		5	4	Everard	1				1497.0	1	1561.0	0	Persoonsgegevens: het geboortejaar is mogelijk 1498. Zoon van Nicolas Everaerts (1462-1532).	9	10.0	5.0	
5	62	Hompens		1	4	Hayo Hermannus	0				1495.0	1	1540.0	0		9			
6	70	Hoxwier	van	5	4	Hector	1		Rijnauwen		1502.0	0	1546.0	0	Adelstitel: ridder 1545.	9	7.0	8.0	
7	80	Persijn		1	4	Hippolitus	0					0	1568.0	0	Overig: vermeld als onbezoldigd raadsheer in het Hof van Holland 1542 en 1549.	9	3.0	12.0	identiek aan nr. 72 in database middeleeuwen.
8	81	Deyn		5	4	Diederick	1					0	1582.0	1	Persoonsgegevens: het jaar van overlijden is mogelijk 1583.	9			
9	95	Charles		5	4	Jan	1				1534.0	0	1598.0	0		9	13.0	9.0	
10	206	Vegelin van Claerbergen		1	1	Johan	1	jonkheer			1690.0	0	1773.0	0	"Persoonsgegevens: Raad van State 450 jaar, Baerdt en De Haan Hettema geven jaar van overlijden 1772, Vries 1773.
Overig: de lijst van Engels van gedeputeerden ter Staten-Generaal (zie institutionele toelichting bij dat college) geeft zitting als gedeputeerde ter Staten-Generaal in juni 1747. Hij zal toen extraordinaris gedeputeerde zijn geweest, omdat hij op dat tijdstip zitting had in Gedeputeerde Staten van Friesland.
Was grietman van Doniawerstal 1722-1773."	9	26.0	2.0	
11	208	Burmania	van	1	1	Jarich Georg	1	jonkheer			1695.0	0	1757.0	0	"Overig: Raad van State 450 jaar vermeldt onjuist zitting in Gedeputeerde Staten van Friesland 1729.
Was grietman van Oostdongeradeel 1729-1744 en Franekeradeel 1747-1757."	9	7.0	12.0	
12	222	Vegelin van Claerbergen		1	4	Assuerus	1	jonkheer			1735.0	0	1820.0	0		9	15.0	1.0	
13	227	Scheltinga	van	1	4	Martinus	0				1744.0	0	1820.0	0	Overig: was grietman van Kollumerland 1775-1795.	9	18.0	4.0	
14	228	Scheltinga	van	1	4	Frans Julius Johan	0				1749.0	0	1831.0	0		9	7.0	4.0	
15	231	Aebinga van Humalda		1	4	Idzerd	1	jonkheer			1754.0	0	1834.0	0	"Adelspredicaat: 1814.
Overig: was grietman van Hennaarderadeel 1792-1795."	9	21.0	2.0	
16	238	Vierssen	van	1	4	Martinus	0				1764.0	0	1837.0	0		9	15.0	5.0	
17	239	Willinge		1	4	Jan Albert	0				1760.0	0	1839.0	0		9	31.0	1.0	
18	240	Sytzama	van	3	4	Willem Hendrik	1				1763.0	0	1842.0	0	Adelspredicaat: 1814/adelstitel: 1822.	9	5.0	4.0	
19	241	Haitsma		1	4	Tjepke	0				1760.0	0	1826.0	0		9	9.0	4.0	
20	264	Drevon de Montargues	de	1	1	Daniël Jacob Adolf	1	jonkheer			1735.0	0	1807.0	0		9	15.0	2.0	
21	300	Aylva	van	1	1	Ernst Sicco	1	jonkheer			1635.0	0		0	"Persoonsgegevens: overleden in of na 1678.
Overig: was grietman van Westdongeradeel 1654-1678."	9			
22	307	Aylva	van	1	1	Tjaerd	1		Waardenburg	Hier, Neerijnen, Oldeland	1644.0	1	1705.0	0	"Adelstitel: Nederlandsche Leeuw vermeldt: 'zich noemende baron'.
Overig: de functie van gecommitteerde in de admiraliteit in Friesland in 1672 en 1695  werd mogelijk niet door hem, maar door een naam- en tijdgenoot vervuld (1647-1715, elders in deze database). De hier genoemde persoon was mogelijk ook gecommitteerde in de Generaliteits-Rekenkamer 1667-1670, een functie die bij de vermelde naamgenoot is opgenomen.
Was grietman van Hemelumer Oldeferd 1672-1673 en Wonseradeel 1673-1701."	9	31.0	1.0	
23	310	Aylva	van	1	1	Ulbe	1				1660.0	0	1725.0	0	"Buitenlandse adelstitel: baron H.R.R.
Overig: was grietman van Idaarderadeel 1679-1692 en Oostdongeradeel 1692-1720."	9	26.0	4.0	
24	326	Bigot		1	1	Charles	1	jonkheer			1743.0	0	1801.0	0		9	8.0	9.0	
25	345	Burmania	van	1	1	Bocco	1	jonkheer			1580.0	1	1628.0	1	"Persoonsgegevens: mogelijk overleden in 1629.
Overig: was grietman van Hennaarderadeel 1600-1629."	9			
26	349	Burmania	van	1	1	Epo Sjuck	1	jonkheer			1697.0	0	1775.0	0	Persoonsgegevens: Gabriëls, De Haan Hettema en Kuiper geven afwijkend geboortejaar 1698.	9	1.0	2.0	
27	351	Burmania	van	1	1	Hobbo	1	jonkheer			1705.0	0	1765.0	0	Overig: was grietman van Leeuwarderadeel 1721-1765.	9	12.0	2.0	
28	352	Burmania	Doys van	1	1	Jan Lodewijk	1	jonkheer			1734.0	0	1802.0	0		9			
29	365	Camstra	van	1	1	Hans Willem	1	jonkheer			1687.0	0	1761.0	0	Overig: was grietman van Idaarderadeel 1742-1761.	9			
30	367	Camstra	van	1	1	Tjalling Willem	1	jonkheer			1686.0	1	1742.0	0	Overig: was grietman van Idaarderadeel 1727-1742.	9			
31	382	Douma	van	1	1	Epo	1					0		0	Persoonsgegevens: het is niet zeker dat de functies van lid van Gedeputeerde Staten en gecommitteerde in de Provinciale Rekenkamer van Friesland door dezelfde persoon werden uitgeoefend. De tweede functie werd bekleed door Epo van Douma junior (blijkens de resoluties van de Staten van Friesland, zie institutionele toelichting bij de Provinciale Rekenkamer), die genoemd wordt in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 94, maar zonder leefjaren. Eveneens wordt daar (en in deel II, 61) een naam- en tijdgenoot genoemd, zoon van Goffe, die mogelijk het lid van Gedeputeerde Staten was.	9			
32	394	Eysinga	van	1	4	Frans Julius Johan	1	jonkheer			1752.0	0	1828.0	0	"Adelspredicaat: 1814.
Overig: was grietman van Doniawerstal 1773-1795."	9	3.0	8.0	
33	403	Fockens		1	1	Hepcko	0					0		0	"Persoonsgegevens: waarschijnlijk overleden in 1614, gezien het einde van zijn grietmanschap en de opvolging als lid van Gedeputeerde Staten in februari 1615.
Overig: was grietman van Opsterland 1585-1614."	9			
34	423	Goslinga	van	1	1	Johan	1	jonkheer				0	1688.0	0	Overig: was grietman van Franekeradeel 1662-1688.	9	27.0	10.0	
35	431	Haer	van der	1	4	Daniël Bonifacius	0		Campensnieuwland		1756.0	0	1823.0	0	Overig: was volgens De Haan Hettema ook nog gedeputeerde ter Staten-Generaal tot 1795, maar dat zal  een extraordinaris deputatie hebben betroffen, omdat hij in 1794-1795 gecommitteerde in de Admiraliteit te Amsterdam was.	9	4.0	9.0	
36	454	Haren	van	1	1	Onno Zwier	1	jonkheer			1713.0	0	1779.0	0	"Persoonsgegevens: Baerdt geeft afwijkend geboortejaar 1711.
Overig: was grietman van West-Stellingwerf 1742-1779."	9	2.0	9.0	
37	458	Haren	van	1	1	Willem Anne	1	jonkheer			1749.0	0	1835.0	0	"Adelspredicaat: 1814.
Overig: was grietman van West-Stellingwerf 1779-1795."	9	22.0	4.0	
38	465	Heemstra	van	1	1	Georg Sigismund	1	jonkheer			1702.0	0	1782.0	0	Overig: Tresoar, stadhouderlijk archief, inv. nr. 361 geeft benoemingen door de stadhouder in de Admiraliteit van Friesland voor het kwartier der Steden in 1735 en 1747. Er werden echter geen commissiebrieven van de Staten-Generaal aangetroffen.	9			
39	468	Heemstra	van	1	1	Schelte	1	jonkheer			1738.0	0	1803.0	0		9			
40	506	Jongema	van	1	1	Laas	1	jonkheer			1550.0	0		0	Overig: was ontvanger-generaal Friesland.	9			
41	510	Lycklama à Nijeholt		1	4	Marcus	0				1570.0	0	1625.0	0	"Buitenlandse Adelstitel: ridder in de orde van St. Marcus, Venetië.
Overig: was grietman van Oost-Stellingwerf 1610-1623 en van West-Stellingwerf 1623-1625."	9	9.0	8.0	
42	511	Vervou	van	1	1	Frederick	1	jonkheer			1550.0	0	1621.0	0	"Persoonsgegevens: Raad van State 450 jaar en Nieuw Nederlandsch Biografisch Woordenboek geven afwijkend geboortejaar 1557.
Buitenlandse adelstitel: Engelse ridderslag 1620."	9			
43	514	Walta	van	1	1	Peter	1	jonkheer				0		0	Persoonsgegevens: wordt vermeld in M. de Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 401 en II, 279, maar zonder leefjaren.	9			
44	515	Burmania	van	1	1	Rienck	1				1560.0	0	1645.0	0	"Buitenlandse adelstitel: door Karel I van Engeland tot ridder geslagen 1625.
Overig: was grietman van Ferwerderadeel 1614-1636."	9	4.0	6.0	
45	517	Schwartzenbergh	thoe	3	1	Frederik	1				1582.0	0	1640.0	0		9	27.0	11.0	
46	525	Wijckel	van	1	1	Hans	0				1617.0	0	1659.0	0	Overig: is volgens Raad van State 450 jaar ook lid van Gedeputeerde Staten van Friesland geweest, maar daarvoor is elders geen bewijs gevonden.	9	23.0	10.0	
47	550	Schwartzenberg en Hohenlansberg	thoe	3	1	Georg Wolfgang	1				1691.0	0	1738.0	0	"Persoonsgegevens: De Haan Hettema geeft overlijden 14 januari 1739. Blijkens het Nederland's Adelsboek is dat echter de begraafdatum.
Overig: was grietman van Barradeel 1703-1704, van Dantumadeel 1713-1725 en van Menaldumadeel 1729-1738."	9	28.0	12.0	
48	559	Aylva	van	1	1	Hans Willem	1				1722.0	0	1751.0	0	"Buitenlandse adelstitel: baron H.R.R.
Overig: Raad van State 450 jaar en De Nederlandsche Leeuw vermelden nog het lidmaatschap van Gedeputeerde Staten van Friesland, maar dit betreft zijn gelijknamige vader (elders in deze database).
Was grietman van Baarderadeel 1747-1751."	9	9.0	6.0	
49	563	Arnaud	d'	1	1	Antoine	1	jonkheer			1712.0	0	1762.0	0	"Overig: Raad van State 450 jaar vermeldt ook de functie van lid van Gedeputeerde Staten van Friesland, maar daarvoor is elders geen bewijs gevonden.
Was grietman van Oostdongeradeel 1757-1762."	9	12.0	3.0	
50	564	Wassenaer Obdam	van	1	1	Carel George	1		Twickel		1733.0	0	1800.0	0	"Buitenlandse adelstitel: graaf H.R.R.
Persoonsgegevens: Baerdt geeft overlijden 1794, in plaats van 14 juli 1800.
Overig: was grietman van Franekeradeel 1758-1785."	9			
51	566	Tour van Warmenhuisen	du	3	4	Jacob Adriaan	1		Warmenhuizen		1734.0	0	1780.0	0	Overig: was grietman van 't Bildt 1763-1780.	9			
52	568	Coehoorn	van	3	4	Menno	1				1725.0	1	1801.0	0		9			
53	581	Sirtema van Grovestins		3	1	Willem Anne	1				1740.0	0	1813.0	0	Persoonsgegevens: Nederland's Adelsboek geeft voornamen 'Willem August'.	9		3.0	
54	583	Bigot		1	1	Frans Adriaan	1	jonkheer			1744.0	1	1782.0	0		9	20.0	10.0	
55	587	Rengers		1	1	Lamoraal Albertus Aemilius	1	jonkheer			1751.0	0	1811.0	0	Overig: was grietman van Gaasterland 1785-1795.	9	24.0	3.0	
56	592	Rengers		1	1	Lodewijk	1	jonkheer			1754.0	0	1803.0	0		9			
57	595	Schwartzenberg en Hohenlansberg	thoe	3	1	Michaël Onuphrius	1				1695.0	0	1758.0	0	"Overig: De lijst Engels van gedeputeerden ter Staten-Generaal (zie institutionele toelichting bij dat college) vermeldt, op basis van Bruinsma, zitting als gedeputeerde ter Staten-Generaal in mei 1745. Als dit juist is zal hij extraordinaris gedeputeerde zijn geweest, omdat hij op dat tijdstip zitting had in Gedeputeerde Staten van Friesland.
Was grietman van Dantumadeel 1725-1753."	9	27.0	4.0	
58	644	Ockinga	van	1	1	Watze	1				1561.0	0	1624.0	0	Persoonsgegevens:de identificatie van het lid van Gedeputeerde Staten met de in Vries genoemde persoon is onzeker.	9	19.0	4.0	
59	652	Plettenberg	van	3	1	Hans Willem	1				1732.0	0	1800.0	0		9			
60	657	Rengers	Juckema van Burmania	3	1	Lamoraal Joachim Johan	1				1757.0	0	1831.0	0	Adelstitels: baron (Empire) 1813?/baron 1822.	9	30.0	3.0	
61	969	Aylva		1	1	Tiaerd	1					0	1593.0	0	"Persoonsgegevens: de identificatie van de in het Genealogysk jierboek genoemde met de gecommitteerde in de Provinciale Rekenkamer van Friesland is onzeker. 
Overig: was grietman van Dantumadeel 1582."	9			
62	1161	Frisius		1	1	F.	0					0		0		9			
63	1162	During		1	1	Egbert	0					0		0		9			
64	1163	Oosterzee	van	1	1	Bernard	0					0		0		9			
65	1164	Eekens		1	1	Ysbrand	0					0		0		9			
66	1165	Viersen		1	1	Jurriaan	0					0		0		9			
67	1167	Pla	le	1	1	Pieter	0					0		0		9			
68	1168	Kuffeler	van	1	1	Carel	0					0		0		9			
69	1169	Waeyen	van der	1	1	Arent	0					0		0		9			
70	1170	Staveren	van	1	1	Pieter Andries	0					0		0		9			
71	1171	Dutry		1	1	Benjamin	0					0		0		9			
72	1172	Nytzem	van den	1	1	Marten	0					0		0		9			
73	1173	Tzjaarda	van	1	1	Schelto	0					0		0		9			
74	1174	Aysma		1	1	Hessel	0					0		0	Persoonsgegevens: het gaat waarschijnlijk om een der andere Hessel Aysma's in deze database, zonder dat duidelijk is welke.	9			
75	1175	Jelstanus		1	1	Gellius	0					0		0	Overig: was commandeur van het hospitaal te Sneek.	9			
76	1176	Jacobsz.		1	1	Jacob	0					0		0		9			
77	1177	Beyma	van	1	1	Livinus	0					0		0		9			
78	1178	Botnia	van	1	1	Julius	0					0		0		9			
79	754	Cromwal		1	1	Pieter Upckes	0					0		0		9			
80	702	Aylva	van	1	1	Hessel Douwe Ernst	1				1700.0	0	1774.0	0	"Buitenlandse adelstitel: baron H.R.R.
Overig: was grietman van Westdongeradeel 1722-1762 en 1768-1772."	9			
81	725	Aylva	van	1	1	Ernst Frans	1				1730.0	0		0	"Persoonsgegevens: overleden in of na 1787.
Buitenlandse adelstitel: baron H.R.R.
Overig: was grietman van Baarderadeel 1752-1787."	9			
82	762	Scheltema	van	1	1	Sixtus	1					0		0	"Persoonsgegevens: is waarschijnlijk identiek aan Sijds van Scheltema in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 318 (zonder leefjaren).
Het is onzeker of het lid van Gedeputeerde Staten van Friesland van 1588 en 1591 identiek is aan dat van 1581."	9			
83	777	Schwartzenberg en Hohenlansberg	thoe	3	1	Georg Frederik	1				1733.0	0	1783.0	0	Overig: was grietman van Menaldumadeel 1766-1783.	9	6.0	8.0	
84	778	Schwartzenberg en Hohenlansberg	thoe	3	1	Georg Wilco	1		Vischhausen	Wiarden	1637.0	0	1674.0	0	"Overig: Nederland's Adelsboek vermeldt bij hem ten onrechte een benoeming tot raad ordinaris in het Hof van Friesland 1671.
Was grietman van Oostdongeradeel 1653-1674."	9	15.0	11.0	
85	780	Schwartzenberg en Hohenlansberg	thoe	3	1	Georg Wolfgang	1				1549.0	0	1633.0	0		9	10.0	3.0	
86	993	Haren	van	1	1	W.	1					0		0	Persoonsgegevens: is gezien de handtekeningen in het eedboek van de Staten van Friesland (Tresoar, archief Staten van Friesland, inv. nr. 2614) niet identiek met de twee elders in deze database genoemde Willem van Haren (1710-1768 en 1655-1728).	9			
87	784	Schwartzenberg en Hohenlansberg	Holdinga thoe	3	1	Wilco	1		Ameland (medeheer)		1664.0	0	1704.0	0	Overig: was grietman van Barradeel 1689-1703.	9	4.0	2.0	
88	785	Schwartzenberg en Hohenlansberg	Holdinga Tjalling Camstra thoe	3	1	Wilco	1				1738.0	0	1800.0	0	"Persoonsgegevens: 'Tjalling' in de naam ontbreekt bij De Haan Hettema. Baerdt geeft overlijden mei 1803.
Overig: was grietman van Wonseradeel 1788-1795."	9	6.0	5.0	
89	812	Teetlum		1	4	Doecke	0					0		0	Persoonsgegevens: niet geheel zeker dat het lid van Gedeputeerde Staten identiek is aan de procureur-generaal.	9			
90	857	Sytzama	van	1	1	Douwe Jan Andries	1	jonkheer			1761.0	0	1807.0	0		9	15.0	3.0	
91	907	Eysinga	van	1	1	Schelte	1					0		0	Persoonsgegevens: hoewel in De Haan Hettema in deze periode geen andere persoon met deze naam voorkomt, moet dit een andere persoon zijn dan Schelte Hessel Roorda van Eysinga (1722-1790, elders in deze database), gezien de verschillende handtekeningen (de laatstgenoemde als lid van Gedeputeerde Staten van Friesland) in het eedboek (Tresoar, archief Staten van Friesland 1580-1795, inv. nr. 2614).	9			
92	916	Glinstra	van	1	4	Arent Johan	0				1754.0	0	1814.0	0	"Persoonsgegevens: Baerdt en De Haan Hettema geven afwijkend jaar van overlijden 1812.
Overig: was grietman van Haskerland 1790-1795."	9			
93	937	Tour	du	3	1	David Constantijn	1		d'Avennes	la Pomarede, Malerets	1657.0	0	1727.0	0	Overig: was raad en rekenmeester van de domeinen in Friesland.	9	8.0	12.0	
94	942	Meijnsma		1	1	H.	0					0		0	Persoonsgegevens: is blijkens de ondertekeningen in het eedboek van Gedeputeerde Staten van Friesland (Tresoar, archief Staten van Friesland 1580-1795, inv. nr. 2610 en 2611) niet identiek aan Hoite (van) Meinsma, lid van Gedeputeerde Staten van Friesland 1636-1637 en 1652-1655, elders in deze database.	9			
95	957	Fockens		1	1	Martinus	0					0		0	"Persoonsgegevens: het lid van Gedeputeerde Staten van Friesland 1627-1635 is volgens Engels (zie institutionele toelichting bij dat college) dezelfde persoon als Martinus Fockens (1632-1692, elders in deze database), maar gezien de afwijkende handtekeningen in Tresoar, archief Gedeputeerde Staten van Friesland, inv. nr. 2610 en 2612, eedboeken, betreft het twee verschillende personen.
Overig: was grietman van Opsterland 1614-1623."	9			
96	1001	Idsinga	van	1	4	Johan	0				1751.0	0	1842.0	0		9	1.0	4.0	
97	1006	Burmania	van	1	4	Rienck	1	jonkheer			1758.0	0	1825.0	0	"Persoonsgegevens: De Haan Hettema geeft afwijkend geboortejaar 1759.
Adelspredicaat: 1814."	9	9.0	10.0	
98	1007	Schwartzenberg en Hohenlansberg	thoe	3	1	Johan Sicco Tjalling Camstra	1				1769.0	0	1829.0	0	Adelspredicaat: 1814/adelstitel: 1825.	9	7.0	3.0	
99	1027	Schwartzenberg en Hohenlansberg	thoe	3	1	Johannes Onuphrius	1				1600.0	0	1653.0	0	Overig: was grietman van Oostdongeradeel 1627-1653.	9	2.0	2.0	
100	1034	Grovestins	van	1	1	Frederik	1					0		0	Persoonsgegevens: is mogelijk identiek aan Frederik Sirtema van Grovestins (overleden in 1669), elders in deze database. Valentyn (zie de institutionele toelichting bij de VOC ter Kamer Amsterdam) noemt hem Grovesteyn.	9			
101	1064	Aylva	Meckema van	1	1	Hessel	1				1608.0	0	1695.0	0	"Persoonsgegevens: ook genoemd in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 10 en II, 10, maar zonder leefjaren.
Buitenlandse adelstitel: baron H.R.R."	9	21.0	4.0	
102	1119	Sirtema van Grovestins		3	4	Jean (Jan Willem Augustinus)	1				1764.0	0	1833.0	0	"Adelspredicaat: 1814/adelstitel: 1819.
Overig: Nederland's Adelsboek noemt hem ook 'gecommitteerde' ter Staten-Generaal, maar voor een ordinaris deputatie is elders geen bewijs gevonden."	9	6.0	1.0	
103	1129	Grovestins	van	1	1	Idzart	1	jonkheer				0	1616.0	0		9	8.0	11.0	
104	139	Nijs		1	4	Johannes	0					0	1648.0	0		9	2.0	4.0	Persoonsgegevens: overlijden mogelijk 4 april. niet als zodanig in Boomsma
105	261	Plettenberg	van	3	4	Hans Willem	1				1721.0	0	1780.0	0		9	14.0	4.0	
106	449	Hambroick	van	1	1	Willem Hendrik	1	jonkheer			1744.0	0	1822.0	0	Adelspredicaat: 1814. Was tijdens de periode van de Republiek baron.	9	16.0	5.0	
107	233	Buma		1	4	Gerlacus	0				1732.0	0	1807.0	0		9	28.0	8.0	
108	235	Huber		1	4	Ulrich Jan	0				1752.0	0	1804.0	0		9	23.0	3.0	
109	236	Haersma	van	1	4	Arent Aulus	0				1762.0	0	1803.0	0	Overig: op 9 maart 1799 werd Van Haarsma benoemd tot raadsheer in het Departementaal Gerechtshof van de Eems, dat echter nooit heeft gefunctioneerd.	9	13.0	7.0	
110	586	Lynden	van	1	1	Reinhard	1	jonkheer			1742.0	0	1819.0	0	"Adelspredicaat: 1814.
Overig: was grietman van Opsterland 1781 (volgens Baerdt 1782)-1795."	9	26.0	1.0	
111	614	Knock		1	3	Johan	0				1678.0	0	1721.0	0	Persoonsgegevens: mogelijk promotie in de rechten, dus 'mr.'.	9	15.0	6.0	
112	248	Baudimont	de	1	1	François	0					0		0		9			
113	292	Atsma		1	1	Renicus	0					0	1625.0	1	Persoonsgegevens: jaar van overlijden mogelijk 1626. O. Vries e.a., De heeren van den raede. Biografieën en groepsportret van de raadsheren van het hof van Friesland, 1499-1811 (Hilversum 1999) 273 vermeldt hem als een van de rechters van Oldenbarnevelt, echter zonder leefjaren. Ook genoemd in M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 92 en II, 58, maar zonder leefjaren.	9			
114	257	Boelens	van	1	1	Wibrandus	0					0		0	Persoonsgegevens: het is niet zeker dat de griffier van het Hof van Friesland identiek is aan de gecommitteerde in de provinciale rekenkamer van Friesland; van de gecommitteerde in de rekenkamer is alleen de initiaal van de voornaam bekend (wel zeker is dat de twee termijnen in dat college bij dezelfde persoon horen).	9			
115	266	Haer	van der	1	1	Bonifacius	0					0		0		9			
116	268	Acronius		1	4	Hanso	0					0	1730.0	0		9	15.0	3.0	
117	269	Adius		1	1	Adigerus	0					0	1717.0	0	Persoonsgegevens: het is niet geheel zeker dat de in De Haan Hettema genoemde persoon identiek is aan de bekleder van de hier genoemde functies. Mogelijk horen de functies bij een gelijknamige oom (elders in deze database).	9	6.0	9.0	
118	272	Aerntsma		1	4	Christoffel	0				1535.0	0	1597.0	0		9		4.0	
119	582	Aumale	d'	4	1	Jacob Paulus	1					0		0		9			
120	274	Aitzema	van	1	1	Julius Schelto	0					0		0		9			
121	275	Alberts		1	1	Claes	0					0		0		9			
122	276	Alema		1	1	Frederi(c)k	0					0		0	Overig: Tresoar, stadhouderlijk archief, inv. nr. 361 geeft zijn benoeming tot gecommitteerde in de Raad van State voor Friesland, namens het kwartier der Steden. Een commissie van de Staten-Generaal werd echter niet aangetroffen en bovendien werd Alema in hetzelfde jaar benoemd in de Generaliteits-Rekenkamer. Hij zal de functie derhalve hebben getransporteerd op Tinco van Andringa, die in deze periode voor het genoemde kwartier zat.	9			
123	277	Alema		1	1	Julius	0					0	1658.0	0		9			
124	278	Algers		1	1	Hotze	0					0		0		9			
125	786	Siccama		1	4	Sijbrandus Tetardus	0				1570.0	1	1622.0	0		9	31.0	5.0	
126	346	Burmania	Botnia van	1	1	Dominicus Justus	1				1664.0	0	1726.0	0	Persoonsgegevens: de identificatie met de in het Nieuw Nederlandsch Biografisch Woordenboek genoemde is niet geheel zeker; aldaar worden alleen wetenschappelijke prestaties vermeld. Wordt genoemd in M. de Haan Hettema, M. de en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) II, 40, maar zonder leefjaren.	9	11.0	4.0	
127	68	Burmania	van	1	4	Rienck	1					0	1541.0	0		9	9.0	1.0	
128	283	Andela	ab	1	1	Anchises	0					0		0	Persoonsgegevens: wordt genoemd in M. De Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel (Leeuwarden 1846) I, 244, en II, 166, echter zonder leefjaren, maar met de vermelding dat hij arts van de Friese stadhouder was.	9			
129	284	Andries		1	1	Epe	0					0		0		9			
130	38	Burmania		1	1	Tjaerd	1				1480.0	1	1541.0	0		9	4.0	3.0	
131	167	Aylva	van	1	1	Sjoerd	1				1616.0	0	1679.0	0	"Overig: Vries vermeldt hem ten onrechte als gecommitteerde ter Admiraliteit op de Maze 1660; dit was Sicco van Aylva (elders in deze database).
Was grietman van Dantumadeel 1656-1666."	9	19.0	10.0	
132	295	Algera		1	1	Epo	0					0		0		9			
133	294	Aylva	van	1	1	Douwe	1				1610.0	0	1665.0	0	Overig: was grietman van Westdongeradeel 1638-1654 en Leeuwarderadeel 1654-1665.	9	11.0	2.0	
134	298	Aylva	van	1	1	Ernst	1				1548.0	0	1627.0	0	"Overig: Nederland's Adelsboek vermeldt ten onrechte benoemingen in Gedeputeerde Staten van Friesland in 1584 en 1598.
Was grietman van Westdongeradeel 1578-1586 en Oostdongeradeel 1586-1627."	9	28.0	11.0	
135	369	Clases		1	1	Anne	0					0	1774.0	0		9			
136	370	Clingbijl		1	1	Johannes	0					0		0		9			
137	372	Coycker		1	1	Wibrand Fockesz.	0					0		0		9			
138	375	Cuylenburg		1	3	Johannes	0					0		0	Persoonsgegevens: mogelijk promotie in de rechten, dus 'mr.'.	9			
139	377	Dircks		1	1	Pier	0					0		0		9			
140	305	Aylva	van	1	1	Taecke	1					0	1615.0	0	Overig: was grietman van Ferwerderadeel 1592-1614.	9	28.0	7.0	
141	313	Aysma	van	1	1	Doecke	1					0		0	"Persoonsgegevens: waarschijnlijk kort na 1598 overleden.
Overig: was grietman van Ferwerderadeel vanaf 1582."	9			
142	19	Dekema		1	1	Juw	0				1449.0	1	1523.0	0	Persoonsgegevens: het geboortejaar is mogelijk 1450.	9	24.0	10.0	
143	635	Martena	van	1	1	Duco	0				1530.0	1	1605.0	0	Overig: was grietman van Barradeel vanaf 1578.	9	11.0	11.0	
144	1002	Andeles		1	1	Jouke	0				1727.0	0	1806.0	0		9	6.0	9.0	
145	318	Baerdt	van	1	1	Hobbe Dircksz.	0				1591.0	0	1655.0	0	"Persoonsgegevens: Smits geeft afwijkende overlijdensdatum 11 april in plaats van 11 mei.
Overig: Vries noemt hem als gedeputeerde ter Staten-Generaal in 1650. Waarschijnlijk betreft het hier een afvaardiging naar de zogenaamde Grote Vergadering. Om die reden is deze functie hier niet opgenomen als ordinaris deputatie.
Was grietman van Haskerland 1615-1650."	9	11.0	5.0	
146	316	Baerdt	van	1	1	Dirck Hobbesz.	0				1619.0	0	1673.0	0	Overig: was grietman van West-Stellingwerf  en van Oost-Stellingwerf, beide in 1639.	9			
147	320	Bangma		1	1	Tjalling Oenes	0					0		0	Overig: was grietman van Idaarderadeel 1607-1620.	9			
148	322	Bergsma		1	4	Petrus Adrianus	0				1743.0	0	1824.0	0		9	14.0	10.0	
149	327	Binckes		1	1	Bincke	0					0		0		9			
150	315	Baerdt	van	1	1	Dirck Hobbesz.	0					0	1615.0	0	"Persoonsgegevens: Genealogische en Heraldische Bladen geeft op blz. 114 zowel een overlijdensdatum 14 juli 1615 als 14 juli 1616. Het meest waarschijnlijk is 1615, aangezien Dircks zoon Hobbe hem in 1615 opvolgt als grietman van Haskerland (ook Baerdt van Sminia geeft 1615).
Overig: was grietman van Haskerland 1601-1615."	9	14.0	7.0	
